,Ery/Meg,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant
Npl,2.361869930096335,0.2884538221473192,2.073416107949016,3.0300323707431445,1.2173311591233094,5.139003322955454e-20,1.3643371653864036e-18,17.865078290257266,True
Cyp11a1,2.6233196554532396,0.567877767417606,2.0554418880356335,2.208507900419538,1.3760673549192508,0.00042051795337613105,0.0009787074167016238,3.009347120559878,True
Gimap1,2.6109820959708445,0.6101428356310198,2.000839260339825,2.098518569322556,1.3843606800507255,6.144326354077874e-26,4.09621756938525e-24,23.387616983996576,True
Nkg7,2.8298408198216736,0.8449968775637783,1.9848439422578954,1.74570574056507,1.504579131341784,5.2947312051893315e-18,1.0519333520243705e-16,15.978011775167987,True
Abcg2,2.299770682122131,0.37893273062913246,1.9208379514929983,2.600540096687161,1.2261087778508921,5.11074674157491e-24,2.3230667007158683e-22,21.633938320403395,True
Rbpms2,2.0792628402851534,0.16707663033731096,1.9121862099478424,3.6276855276107765,1.0862197110941083,6.542959883550541e-24,2.8865999486252385e-22,21.539613400443223,True
Ripor1,2.2574741675149586,0.3612199322829003,1.8962542352320582,2.6425768985988434,1.2074849983803153,2.4945488733905287e-26,1.8709116550428964e-24,23.727946719519352,True
Lat,2.190936441685795,0.3188677579087675,1.8720686837770273,2.778485087866921,1.173064797913914,4.803847780905729e-22,1.6376753798542257e-20,19.785772179931953,True
Mycn,2.3069342814597693,0.43908120193467104,1.8678530795250983,2.393498338526259,1.2467168071858725,2.4945488733905287e-26,1.8709116550428964e-24,23.727946719519352,True
Ikzf2,2.2940984725525095,0.4300669161480526,1.864031556404457,2.4152753148844894,1.2400594730503522,4.098077043603686e-24,1.920973614189228e-22,21.716478600411975,True
Ptprcap,2.7717148306910326,0.9096555054884551,1.8620593252025777,1.6097448645270476,1.5062389471189845,2.2834035439775485e-20,6.227464210847859e-19,18.205688759668767,True
Col18a1,2.018640838917035,0.1810818183983434,1.8375590205186916,3.4704068968453354,1.0702940578611364,9.718036886553336e-26,6.33785014340435e-24,23.198058033789135,True
Nedd4,2.7850757667904014,0.9578267470973576,1.8272490196930438,1.5423708930069562,1.5217800720975474,8.2215206219314945e-25,4.3863628277870466e-23,22.357895447535704,True
Igfbp7,2.303179863235076,0.482617567739335,1.820562295495741,2.2553568804444173,1.258759333041577,1.4572951156592396e-18,3.168032860128782e-17,16.499210322379707,True
Il1rl1,1.9737370265215561,0.15704973860597193,1.8166872879155842,3.641135016654438,1.046416588919992,1.4605196550435297e-17,2.6880729847426927e-16,15.570558943787592,True
Hes1,1.9077896015029692,0.09671854686212579,1.8110710546408433,4.280459576504172,1.001625055245627,1.037063499378423e-32,3.111190498135269e-30,29.507073396234254,True
Tnik,2.10859836902516,0.32703811698801516,1.7815602520371447,2.687218084589354,1.1491411370696807,2.9460662067137905e-31,4.4190993100706853e-29,28.354666238462357,True
X4930519L02Rik,2.5719326803013205,0.7998019887404667,1.7721306915608537,1.687490099013357,1.4253880461817292,3.881563565126494e-18,7.921558296176518e-17,16.101189377392625,True
Tspan32,1.9585569884084382,0.27367496570884764,1.6848820226995906,2.8365660252920017,1.0814186987856684,1.9230899952716976e-20,5.292908243867058e-19,18.276305634731123,True
Fam212a,2.2165858585216887,0.551314885758212,1.6652709727634767,2.0090741217512575,1.2533542028248974,4.416711220797034e-23,1.743438639788303e-21,20.758593332985615,True
Cd55,1.7869180222183703,0.12286243882849872,1.6640555833898716,3.8476255179444583,0.9670876007164835,7.402675114322209e-28,7.40267511432221e-26,25.130611310344026,True
Prkca,1.7973185995731455,0.13790250726461653,1.659416092308529,3.691866560500334,0.9764446981918972,2.368895782402689e-20,6.402421033520781e-19,18.19365576934804,True
Slc2a3,2.065831477374316,0.4125532052881476,1.6532782720861683,2.3245036927610796,1.1629784576083408,5.11074674157491e-24,2.3230667007158683e-22,21.633938320403395,True
Gzmc,1.6950038754807049,0.0861111071267321,1.6088927683539727,4.274847311066771,0.9188117219290238,1.4219489488292922e-25,9.076269886144419e-24,23.04209259869272,True
Itga6,2.019432804624644,0.4288426130998173,1.5905901915248266,2.236297404309548,1.1532461161828471,1.133747743648638e-21,3.580256032574646e-20,19.44608591482026,True
GFP.CDS,1.9025424629843495,0.3350761213153972,1.5674663416689523,2.504826853989671,1.0832537407769838,6.647768081937007e-21,1.936243130661264e-19,18.71304011000547,True
Abca4,1.7240567181890534,0.16117468725582082,1.5628820309332325,3.410192859572216,0.9580005285031356,7.786637574918908e-28,7.53545571766346e-26,25.122890477963576,True
Igfbp4,3.4408564193285263,1.8805291711243355,1.5603272482041908,0.874549055467315,1.8721167079774488,7.47797990268196e-10,4.930536199570523e-09,8.307105848298448,True
Rgs18,1.8969830350193337,0.3418072198673247,1.555175815152009,2.472103075076386,1.0836525802827528,3.5149046744783033e-17,6.025550870534234e-16,15.220003242678906,True
Sord,1.5987438042569149,0.10276711973833609,1.4959766845185787,3.941248978181635,0.8881142863109142,3.749447219996286e-23,1.4997788879985143e-21,20.82397276414462,True
Plxdc2,1.5085188626878756,0.013649109711889295,1.4948697529759862,6.6010467340746946,0.8164637130219375,2.6057552490769394e-18,5.4666194036579144e-17,16.26228116145598,True
Rbpms,1.8101728881835475,0.3435999050309685,1.4665729831525791,2.397406599734898,1.0544223045149177,1.0362948494342266e-19,2.6125080237837643e-18,17.582942367032214,True
Egr1,1.4627644728785478,-0.003382764003442081,1.46614723688199,,0.7905142097554971,1.3157667988186378e-16,2.099627870455273e-15,14.677857671041734,True
Vamp8,1.4933690318499273,0.04575037209199709,1.4476186597579301,4.977155812417199,0.8233904366907796,1.1628263165744564e-21,3.633832239295176e-20,19.439635126348332,True
X1700097N02Rik,1.591065790549577,0.15038513352163307,1.440680657027944,3.3938135698663285,0.9035978516726197,2.2004895093237042e-07,9.59515774414406e-07,6.017947881079819,True
Tmtc2,1.4934078872446181,0.06940223762834653,1.4240056496162716,4.396735772017102,0.8330155990470062,8.706318619376291e-12,7.548831172869617e-11,10.122120287373384,True
Hsp90aa1,3.012731851547735,1.5938637057648382,1.4188681457828969,0.9218201741720644,1.7239070284870837,9.581166577190222e-12,8.259626359646743e-11,10.083039598395583,True
Mfsd2b,1.5061575601025836,0.08879829989754455,1.417359260205039,4.062217834631162,0.8459740569093955,1.4861563084363466e-19,3.684685062238876e-18,17.433599626278983,True
Usp40,1.6060279948080307,0.19112780087193626,1.4149001939360946,3.0653941516022756,0.9249191933325085,6.288130968847339e-18,1.2400460269755873e-16,15.90656219476475,True
Dapp1,1.643679709385108,0.22913071948802424,1.4145489898970838,2.8394556627745295,0.953380884268877,2.7006850075499767e-17,4.738043872894696e-16,15.324400922155284,True
Serinc3,1.822103523139719,0.40966477189899503,1.412438751240724,2.154461666413176,1.0812606367265247,5.023528194334051e-22,1.6745093981113503e-20,19.776112410658335,True
Gfi1b,1.6438094449828253,0.23610982940367742,1.407699615579148,2.796650640820654,0.9560266360067804,1.562899495211909e-18,3.3731643781552e-17,16.471962494628677,True
Mlec,2.0491533375480455,0.6575716850622322,1.3915816524858133,1.642897033162823,1.2347235700221566,5.2973605841376905e-20,1.3903320195727257e-18,17.8568814752497,True
Mns1,1.7844257183713272,0.4141925719005912,1.370233146470736,2.1087121733346916,1.069914634144941,4.8292204741007174e-15,6.298983227087893e-14,13.200729548086526,True
Tgfb1,1.5272100496755037,0.16781750003388043,1.3593925496416233,3.1788561969715614,0.8855851209833169,1.2655160517310713e-20,3.5481758459749664e-19,18.449994864870707,True
Lgals9,1.4599082295985712,0.10395359477302395,1.3559546348255473,3.794847990077994,0.8334414027525786,1.7887566677135795e-16,2.809565446670544e-15,14.551360846894646,True
Rbp1,1.72235417725146,0.37905034393219417,1.3433038333192657,2.1852118675147594,1.0361180435735422,9.613681816681848e-14,1.0801889681664999e-12,11.966500262426868,True
Pls1,1.3880387506210203,0.09254031234904542,1.295498438271975,3.886989444379848,0.7993273468147655,7.073695116332709e-21,2.0404889758652047e-19,18.690265747243977,True
Cited2,1.2027995282539985,-0.08252753630153167,1.2853270645555301,,0.6416717932983593,3.342285110232089e-14,4.010742132278507e-13,12.396775259765699,True
Trpc6,1.3060664103998085,0.036901352541029345,1.2691650578587792,5.080967708201585,0.7411294427597941,2.212979587478902e-21,6.774427308608885e-20,19.169127412958886,True
Nt5c3,1.6713930748105343,0.40911195171151216,1.2622811230990223,2.0326013953260804,1.0287477193951087,1.420970753128922e-13,1.555807393936776e-12,11.808044168868145,True
Arhgap6,1.267228141879771,0.010793490077552599,1.2564346518022185,6.64218335947202,0.7128253749421253,4.38704349277837e-16,6.680776892555894e-15,14.175173031456858,True
Rab37,1.288111615733189,0.032311679132906015,1.255799936600283,5.2422801132078005,0.7313671712338674,1.8996199290413878e-20,5.276722025114967e-19,18.27763578362057,True
Mmrn1,1.3045723733631005,0.05174309029077354,1.2528292830723269,4.613070819166386,0.7468783225893719,1.9896748743420125e-15,2.7507025912562386e-14,13.560556363430255,True
Zfp36l2,1.2333453265233203,-0.016908532893850744,1.250253859417171,,0.6854633384861134,1.512120028947914e-12,1.4401143132837276e-11,10.841603033142324,True
Prkar2b,1.4148028052652444,0.1651698399107457,1.2496329653544986,3.0920219397887676,0.8399485637968728,4.9006740862141764e-14,5.742977444782238e-13,12.240862889382397,True
Icam4,1.3796558585482446,0.1401798822610141,1.2394759762872305,3.2896009081576847,0.8155081045872142,6.0184512427365834e-21,1.7701327184519361e-19,18.751994170513626,True
Tpm1,1.2265474438412396,-0.008034072362549168,1.2345815162037888,,0.6863944626105328,1.0270389769260065e-16,1.6476561127155185e-15,14.783133426094265,True
Cd48,1.253085466102929,0.0194395426048571,1.233645923498072,5.881263203184147,0.7104042173197413,6.318871579967602e-12,5.5919217521837184e-11,10.252438914306829,True
Itgb3,1.4085978699605133,0.17985482187770724,1.228743048082806,2.964255596429809,0.8433619011472232,4.447452073015792e-19,1.0342911797711146e-17,16.985357178876896,True
Aldh1a1,1.276152008609993,0.06326320704805168,1.2128888015619412,4.301363279438842,0.7395954861318452,2.6855586002553898e-17,4.738043872894696e-16,15.324400922155284,True
Zbtb16,1.3770660293897672,0.17487108301091372,1.2021949463788535,2.971930107794731,0.8286060387739311,8.334089372795389e-25,4.3863628277870466e-23,22.357895447535704,True
Hdgfl3,1.5416475476182392,0.34000372798732753,1.2016438196309116,2.182310290589219,0.9566705133238617,1.763858888563177e-22,6.299496030582775e-21,20.200694193386376,True
Pbx1,1.0429360845910376,-0.1583358132289832,1.2012718978200208,,0.5283714136789023,1.883952362388306e-05,5.784910017569005e-05,4.237703391971899,True
Slc7a8,0.9707429911647013,-0.2289294189047603,1.1996724100694616,,0.4551304793885903,1.8713466825314858e-07,8.304792969814286e-07,6.080671189604874,True
Cttn,1.338953410632497,0.14787057146224553,1.1910828391702515,3.1707339862022508,0.801913537453168,1.6162355521015402e-19,3.942037931954976e-18,17.40427920107142,True
Sec14l2,1.2635091978772224,0.08784372919127681,1.1756654686859456,3.825970672218159,0.7447436230749809,5.83060047823905e-13,5.8112297125306145e-12,11.235731956963107,True
Inpp4b,1.3387769776601608,0.17252675914455093,1.1662502185156098,2.950814240199667,0.8120067984484176,4.2007614933997087e-13,4.286491319795621e-12,11.367898051388707,True
Hba.a1,1.2550763266001674,0.08938160681830565,1.165694719781862,3.7919045420703443,0.7417723991652513,4.364609121913564e-22,1.5225380657838015e-20,19.81743184053207,True
Cd63,0.5900902659208787,-0.5639368341849961,1.1540271001058748,,0.01874342726004342,4.905230277166414e-08,2.436372654221729e-07,6.613256283652333,True
Myh10,1.4026069325063855,0.2508831501290687,1.1517237823773168,2.4824690109643868,0.8692752911661726,1.7980150411243393e-25,1.0788090246746035e-23,22.96705542915464,True
Gp1ba,1.2181978595031504,0.06671916988576128,1.1514786896173892,4.160436152442252,0.7158569313388212,1.5498479248871976e-19,3.81110145464065e-18,17.418949489799306,True
Ifi47,1.2995432828785618,0.15743817729234952,1.1421051055862124,3.0386977441698044,0.7895128664318972,6.324234737575495e-18,1.2400460269755873e-16,15.90656219476475,True
Pcyt1b,1.2795351910674648,0.13823028575284105,1.1413049053146238,3.2016952079211474,0.7730534043175948,1.4530183835691904e-22,5.251873675551291e-21,20.279685728635645,True
Plscr1,1.1907368386948323,0.055231062495223145,1.135505776199609,4.391744510533987,0.6986487333970074,2.015231052279067e-07,8.864652722635192e-07,6.052338273441228,True
Rabgap1l,1.3476343293693291,0.21215686332003134,1.135477466049298,2.6650332621164914,0.8317926192516484,3.668196879887506e-13,3.755832982819972e-12,11.425293728507206,True
Clnk,1.520556752001926,0.3894854499900993,1.1310713020118268,1.9676274767315403,0.9671841789587244,5.178752026772817e-14,6.045235828917685e-13,12.218586752338384,True
Perp,1.4280389232453814,0.30703429517722347,1.121004628068158,2.2189040924117385,0.9011365243585122,9.16599231772915e-25,4.7410305091702496e-23,22.324127249928534,True
Mrvi1,1.2269591945187615,0.11140844122876223,1.1155507532899993,3.4479422465118277,0.739142839381308,2.06148425553679e-17,3.748153191885073e-16,15.426182667242438,True
Cpne7,1.2923979679738444,0.1903555967444947,1.1020423712293497,2.7600295255081124,0.8002283932413402,1.1781799421802525e-24,5.990745468713149e-23,22.222519132067394,True
Sgce,1.3413719101265775,0.24600658496696506,1.0953653251596125,2.446655712284431,0.8429299683752024,1.0424703868452524e-23,4.4677302293367955e-22,21.349913058351305,True
Fcer1a,1.0857584638309654,-0.0030727158764565256,1.088831179707422,,0.6241878271760899,5.908424411711669e-20,1.5280407961323283e-18,17.815865050669597,True
Spns3,1.4354127703117026,0.38047229091035445,1.0549404794013482,1.9186913655274735,0.9320177163899951,6.417142924174913e-17,1.0815409422766708e-15,14.965957035477524,True
Dctpp1,1.9669443302887641,0.9193653420267083,1.0475789882620559,1.1018927394041385,1.28874529802118,2.943819683498789e-10,2.0634250117982167e-09,8.685411309463571,True
Sept1,1.5893314015011364,0.5426853044762397,1.0466460970248965,1.5545497341206693,1.0468460871124574,1.9377997495050782e-15,2.6913885409792755e-14,13.570023601001543,True
Cish,1.2644176710714936,0.2226178112646779,1.0417998598068157,2.505016338837584,0.8020010443354348,2.496101750121542e-15,3.373110473137219e-14,13.471969434948296,True
Hlf,1.242462124805704,0.20115436769460926,1.0413077571110947,2.624853748888232,0.7839244821146087,2.0654494466121335e-19,4.957078671869121e-18,17.30477418852121,True
Mylk3,1.0492836345264422,0.012268545092770155,1.037015089433672,6.214975961670758,0.6142632719000058,1.237512150832804e-18,2.7298062150723615e-17,16.56386818179143,True
Auts2,1.1521294017906647,0.12178099262920491,1.0303484091614599,3.2317011992181053,0.7110148363828802,1.1509492324053057e-17,2.158029810759948e-16,15.665942560320799,True
Cmtm7,2.0493350632617173,1.0256820257850086,1.0236530374767088,1.003231730555124,1.343412680276426,1.4411921106839406e-11,1.2043388111564962e-10,9.919251317799056,True
Cox6b2,1.469692177638772,0.4472227919756902,1.0224693856630818,1.7204162534686018,0.9697178098697025,3.980885206752434e-20,1.0663085375229734e-18,17.972117113549736,True
Itih5,1.3959286440344676,0.37499621819236234,1.0209324258421053,1.8995562592181714,0.9149184042656542,1.0865545953425055e-15,1.5747168048442106e-14,13.8027975378439,True
Xrcc5,1.2782328554490856,0.26005601249430554,1.0181768429547802,2.2981609316578036,0.8230518352915571,1.2199882951606578e-22,4.5184751672616955e-21,20.34500810018221,True
Fubp1,1.7239856603414156,0.7088398307068381,1.0151458296345774,1.287026513228266,1.1482265684235824,1.0137699577144699e-15,1.4908381731095143e-14,13.826569495607913,True
Nucb1,1.214233388406903,0.20452300164670603,1.0097103867601969,2.5682562480344835,0.7734716244726639,1.8674056716380966e-15,2.6178584181842477e-14,13.582053845128282,True
Plscr2,1.0598783158441605,0.05673085644949218,1.0031474593946683,4.188044699098075,0.6399772500720875,4.785912121738686e-13,4.85058660987029e-12,11.314205736444297,True
Galnt1,1.2511452429090617,0.24832539506557427,1.0028198478434875,2.3335878745181207,0.8071367032779894,2.162411071309623e-12,2.0146686999779097e-11,10.69579636073927,True
Stmn1,2.4108430779149477,1.4171347443107012,0.9937083336042465,0.770878329636754,1.5429953873842457,1.4756455686318075e-07,6.707479857417306e-07,6.173440622841733,True
Etnk1,1.1426959596886719,0.15004421372170543,0.9926517459669665,2.9232478747196695,0.7192886749088216,2.3208539599662462e-11,1.8971558255854873e-10,9.721896996252834,True
Ninj1,1.124120382218033,0.13499630425357764,0.9891240779644553,3.0501766446311995,0.7044810059519897,1.790035673367436e-15,2.521177004742868e-14,13.598396662659713,True
Tmem246,1.0629025046297287,0.07706358731956983,0.9858389173101588,3.763219799660648,0.6507489797408745,4.1668663708425855e-21,1.2500599112527757e-19,18.903069172189568,True
Art4,1.072620123428783,0.09200807049596318,0.9806120529328199,3.5264490260168513,0.6620360101464531,2.7807458022189218e-09,1.6751480736258564e-08,7.775946797751716,True
Dut,2.8434083457015817,1.8719653066547353,0.9714430390468465,0.6069146687661432,1.7474676753644094,5.8006150608642555e-05,0.0001635511765281275,3.7863463273700253,True
Hmgn5,1.4648133354044015,0.5081854859711457,0.9566278494332559,1.5320628665356861,0.9902283654381172,3.427765234829831e-14,4.096930559557567e-13,12.387541397007693,True
Epor,1.0685464387345385,0.11366294128373822,0.9548834974508003,3.221943248622952,0.6700287638826949,1.2270681618886636e-24,6.135340809443318e-23,22.212161307827014,True
Mecom,1.399355169308604,0.44760110928838875,0.9517540600202152,1.6489709781092399,0.9437174332192075,2.2256879254399197e-16,3.4596185369532427e-15,14.46097178456829,True
Pde5a,1.081981456665466,0.13212450357287323,0.9498569530925928,3.026146675932446,0.6844174914867255,2.6692385765406607e-19,6.305287976080301e-18,17.200295073473686,True
Ptp4a3,1.4136792187387175,0.46699533144873095,0.9466838872899865,1.6026253287762815,0.956307447676763,5.144839820773386e-13,5.162046642916441e-12,11.28717807560197,True
Uba7,1.1417915841076394,0.19885667987308617,0.9429349042345532,2.5204406276412485,0.7401280896695015,1.7994200663562112e-13,1.9348602864045284e-12,11.713350389319077,True
Csrp3,1.0620145318765852,0.12424500611261165,0.9377695257639735,3.0868849898410646,0.671863786925898,1.980851290468708e-19,4.792382154359778e-18,17.31944855770718,True
Msi2,1.4189395577600523,0.48147577744962977,0.9374637803104225,1.5640736757417653,0.9636277573449391,9.425327907012367e-15,1.203233349831366e-13,12.919650139313095,True
Nlrp6,0.9679891329578447,0.031556341618830176,0.9364327913390146,4.866102378045174,0.5847439036363529,5.354703877367677e-22,1.7652869925387945e-20,19.75318467886327,True
Cd34,1.956520291281563,1.0233726365214026,0.9331476547601603,0.9399649669923592,1.3161147233800397,3.461873455597549e-07,1.4648265679538288e-06,5.834213791718986,True
Arap3,1.1868515421568282,0.2575869845731359,0.9292645575836923,2.2057234606220715,0.7842688303257882,3.195710305914405e-17,5.573913324269311e-16,15.253839788956807,True
Cdkn1c,0.958170234586725,0.03115105466946594,0.9270191799172591,4.869084896985611,0.5798179647665068,2.0696862179127431e-10,1.4678625658955627e-09,8.833314604956255,True
Esam,1.0700662976267132,0.14804114222716788,0.9220251553995453,2.848542168256695,0.6862124927353469,2.1501739667462295e-14,2.632866081730077e-13,12.57957123031465,True
Kcnq1ot1,1.819223634106383,0.8996012171125867,0.9196224169937963,1.0211734291974859,1.2384276239080605,3.360635240142157e-08,1.7175307871254636e-07,6.765095469372421,True
Itm2a,1.084516930223844,0.17265124600140405,0.91186568422244,2.6485865325671356,0.7036182118254083,5.437431758820808e-19,1.2452133798826278e-17,16.90475622144762,True
Rsu1,0.7468525320779181,-0.16492108431017988,0.9117736163880981,,0.3684506965093761,3.4498675921756904e-11,2.7452527258692496e-10,9.561417668555164,True
Emid1,1.0122043722789258,0.10345190857744835,0.9087524637014774,3.277927140308025,0.6395360840877069,3.1596286829192685e-09,1.877007138367882e-08,7.726534075728209,True
Rps8,1.8469179759490855,0.9412402417843879,0.9056777341646975,0.9777087422748054,1.2594708248311564,9.915556042750331e-13,9.658009132549024e-12,11.015112388269513,True
Ccnd2,1.8022883659295206,0.8998530307219144,0.9024353352076062,1.0073563157381624,1.2333179224832138,2.2756698176308673e-09,1.3904296238070473e-08,7.856850987933038,True
Mllt3,1.1104156114785444,0.20849948071740604,0.9019161307611383,2.412967076858266,0.7307117214214162,1.112374241280643e-17,2.0988193231710244e-16,15.678024946042253,True
Pla2g16,1.1733915663872,0.27964220031307774,0.8937493660741224,2.071770046060762,0.7878644421591098,6.0350572382594136e-12,5.3565596789284735e-11,10.27111405212838,True
Nop10,2.0230969381074106,1.1298829719008945,0.8932139662065162,0.8454070704315276,1.3654069678474547,1.186387934065111e-08,6.494824456560827e-08,7.187432582632098,True
Ache,0.905537932743787,0.01800475727978193,0.8875331754640051,5.517210104388379,0.5477176579274028,2.7375320439244623e-16,4.211587759883788e-15,14.375554145171622,True
Slfn9,1.0866468423259732,0.2024256353924396,0.8842212069335336,2.4242904431357726,0.7176807996275102,1.2871210586106338e-11,1.0816143349669192e-10,9.965927565526167,True
Tyms,1.460978694016182,0.5778194468914539,0.883159247124728,1.3437266127775227,1.013926041958552,2.774595360104723e-11,2.2315780376177398e-10,9.651387921409526,True
Arhgap29,1.1155429154517253,0.24053290631998286,0.8750100091317425,2.2151865822068966,0.7467753100740296,3.9949760224992614e-18,8.043575884226701e-17,16.094550836632717,True
Pecam1,1.0934129194173643,0.2204304350422032,0.8729824843751611,2.31138099085153,0.7285054079046891,2.0044367291188206e-13,2.132379499062575e-12,11.671135501483219,True
Ehd3,0.9310245920672252,0.05938998048452322,0.871634611582702,3.9391355591594603,0.5803455045919484,1.0887541399344749e-14,1.3609426749180936e-13,12.866160167589515,True
Timp3,1.0521080018449573,0.18086805284438306,0.8712399490005742,2.538922273246743,0.6928628220606968,3.426771426416604e-10,2.3742065310045756e-09,8.62448150468461,True
Gm32051,0.9130419212623968,0.045299740236054924,0.8677421810263419,4.287489307116792,0.5647886801871101,4.663022379980264e-19,1.0760820876877532e-17,16.968154597749535,True
Ddah2,1.1280846072986987,0.2621543762115709,0.8659302310871279,2.10796351073471,0.7613869748875098,7.801188523601549e-16,1.1643564960599326e-14,13.933914029507761,True
Ptgs1,1.0832790341539642,0.2326446213762191,0.8506344127777451,2.220954421151638,0.7294107911955681,2.8880755326828803e-11,2.3166381278204923e-10,9.635141800204263,True
Arhgef5,1.0336729681027224,0.18678445671526023,0.8468885113874621,2.467739891125285,0.687265619286272,7.169996338257633e-17,1.1949993897096055e-15,14.922632316511507,True
Robo3,0.9594861220024965,0.11783376446665669,0.8416523575358398,3.0171353264878804,0.6216744191786214,1.0301278461248378e-15,1.500186183676948e-14,13.823854838593816,True
Ighv1.23,0.9180303502825031,0.07901983981452221,0.8390105104679809,3.51881679260132,0.5835432441443731,6.488775436740884e-17,1.0875042631409304e-15,14.963569031886012,True
Gnl3,1.8624704335083326,1.0275803671727644,0.8348900663355683,0.8633781999515854,1.2898494528073663,4.198973201256629e-07,1.7544456272660009e-06,5.75586008663595,True
Pglyrp2,1.2078736249568895,0.37601488262082916,0.8318587423360604,1.6886054272859385,0.8415257567965609,1.3059167232502853e-12,1.25167737052743e-11,10.902507599445157,True
Hmgb1,2.248812867869468,1.4201499267812643,0.8286629410882036,0.6678988102293001,1.5030848007944853,1.366829170737147e-06,5.1643419549262485e-06,5.286985008810597,True
Spint2,1.474457406267252,0.6461586884945517,0.8282987177727003,1.1961369296758297,1.0428600583810537,5.663602663008634e-10,3.818159098657506e-09,8.41814597897288,True
mt.Nd2,1.287404869494125,0.46105804298234637,0.8263468265117786,1.4870734144332962,0.906299128102564,2.2943493309034457e-17,4.146414453439962e-16,15.38232729031596,True
Krt18,1.1236170459974082,0.2973790907474465,0.8262379552499617,1.9217000875074322,0.7744164749031858,1.937047526239451e-09,1.1932530962460684e-08,7.923267430055507,True
Mylk,0.9404258982227853,0.11423840411162892,0.8261874941111564,3.032455924345977,0.611013841265473,1.2281483211593435e-15,1.7544976016562047e-14,13.755847221115253,True
Fam69b,1.5277517786201114,0.7055038725371233,0.822247906082988,1.1206114119013486,1.0817676172931354,1.6573146928898994e-10,1.2067825433664315e-09,8.918370980709897,True
Nop58,2.2448030895827866,1.4265940872709382,0.8182090023118485,0.6588137396155346,1.5037041940403184,3.576755235430077e-06,1.2564713941791838e-05,4.900847394450275,True
Slco2b1,0.8992519026124292,0.08462604007310125,0.8146258625393279,3.3928197868011516,0.577188522495361,1.9350500731324232e-30,2.418812591415529e-28,27.61639777928883,True
Rapsn,0.8924690905738522,0.08000410723673397,0.8124649833371181,3.4611294735808698,0.5716638015402903,7.090835150891393e-18,1.3724197066241407e-16,15.862513054520939,True
Kit,1.1069527783527782,0.29642605519236037,0.8105267231604179,1.9049470001909357,0.766967748087445,1.086926281085121e-10,8.192911666470762e-10,9.086561727548894,True
Rps6,1.319866809754618,0.5097410764185093,0.8101257333361087,1.3784881033655985,0.937196682063138,2.5626625972070293e-15,3.447528157677618e-14,13.46249217803853,True
Rps3a1,1.303935328904681,0.49720088882363295,0.8067344400810479,1.396902538810066,0.9264307266257706,1.6881109694849272e-13,1.828279028323026e-12,11.73795752238044,True
Cavin3,1.0063957774883883,0.20174651828833967,0.8046492592000486,2.319520705734721,0.6817381333322957,5.948172673157329e-07,2.421237180389686e-06,5.615962665705258,True
Treml1,0.8000473095635541,-0.0031035864553027757,0.8031508960188568,,0.4838512258522001,1.0177400636176343e-19,2.5874747380109346e-18,17.58712388161078,True
Hgfac,0.766207727058708,-0.028886204596713767,0.7950939316554217,,0.4527649018633507,1.0443921753353422e-18,2.33819143731793e-17,16.631119934248943,True
Agpat3,0.8081513243957705,0.015254620269022497,0.7928967041267481,5.568438187938329,0.4974365720219466,2.4999371571950922e-19,5.952231326654981e-18,17.225320198776434,True
Gm15261,0.7568310462308231,-0.030095162661185434,0.7869262088920085,,0.44717496504313536,2.1017370869639252e-08,1.1179452590233644e-07,6.951579461464019,True
Cxxc5,1.1424529216208417,0.3571057731250462,0.7853471484957955,1.683025895533519,0.8071730051882028,2.6893614730083285e-11,2.1688398975873617e-10,9.66377250615117,True
Mat2a,1.8089931013992642,1.0246396279948102,0.7843534734044539,0.8257163805242487,1.2731078579584194,2.5665733269194847e-08,1.3461048917409885e-07,6.8709210975196,True
Stxbp6,0.8758575768993312,0.09232668691518174,0.7835308899841494,3.2323760165080926,0.5695806567295132,2.363272411516835e-16,3.654544966263147e-15,14.437166690099666,True
Reep2,0.781133361219555,0.0008309800475757454,0.7803023811719793,8.127639036485956,0.47610392778569566,3.344372087038708e-11,2.6683819843393945e-10,9.573752000161713,True
Psip1,1.4084180686678036,0.6314217486573214,0.7769963200104822,1.1636935874916061,1.0142980901720806,1.6152460652819358e-10,1.1790117264831648e-09,8.928481875378528,True
H1f0,0.9341257095377896,0.15985036266620853,0.7742753468715811,2.545293405288387,0.6294620394999039,1.063193440872457e-06,4.120904809583167e-06,5.385007417300267,True
Cks2,1.7445730398207795,0.9800659814753292,0.7645070583454503,0.8377528875034663,1.2402041066712255,7.296387375172851e-05,0.00020118715188895727,3.696399757422741,True
Sptbn1,1.2463138579208273,0.4823708194438163,0.763943038477011,1.3757458778578222,0.8986667982815526,8.855990595162364e-10,5.775646040323282e-09,8.238399430300737,True
Sla2,1.0259688474503637,0.26930041888736367,0.756668428563,1.9339060630993279,0.7203963569899865,4.270107101318944e-16,6.535878216304507e-15,14.184696048654295,True
Hdgf,1.5184443569549773,0.7628755784260478,0.7555687785289295,0.999369403746196,1.0980556495832,4.032322475515489e-08,2.0229042519308473e-07,6.694024672761657,True
Rasgef1b,0.5497377769923293,-0.20570056258548217,0.7554383395778115,,0.2289954744589734,4.247485481323323e-11,3.3357215821910917e-10,9.476810205145828,True
Slc45a3,0.8696485204369818,0.11454501237625637,0.7551035080607255,2.9170863999195973,0.5773411012017292,4.489261405167476e-15,5.881128478385339e-14,13.230539332952269,True
