,Baso/Eos/Mast,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant
Homer2,6.163629346176865,0.3566874474874642,5.806941898689401,4.10946816548008,2.0909070722529766,7.310868001689326e-16,4.176140125312319e-14,13.37922493753718,True
Alox5,5.773339320714111,0.10135565577343017,5.671983664940681,5.810641498719408,1.9772240423022818,6.497688866250625e-18,9.039400255831166e-16,15.04386038304494,True
Hgf,5.316192359382522,-0.13574828894604682,5.451940648328569,,1.8440730694529965,2.57219777389563e-10,4.239886440487303e-09,8.372645775230424,True
Csf2rb2,4.73724628965216,-0.4958444532306156,5.2330907428827755,,1.64187009884964,3.457177334618634e-11,6.914354669237268e-10,9.160248347249194,True
Slc22a3,5.650336083170185,0.4197903495401139,5.230545733630071,3.7508137870267593,2.012591276032834,3.201296422409475e-16,2.1827021061882784e-14,13.661005532484465,True
Scin,6.273802338395007,1.0615550159838985,5.212247322411109,2.5668189650881788,2.222705249395511,5.346670784366058e-13,1.688422352957702e-11,10.772518906871856,True
Ptprg,5.158438711653795,0.09303321540100967,5.065405496252785,5.770106776857097,1.8582738677242978,3.4520428288422646e-19,9.414662260478903e-17,16.026195255152494,True
Slc18a2,5.3022406082456195,0.2445387937358044,5.057701814509815,4.434253926947667,1.9158611037668407,1.0519224798316607e-15,5.84401377684256e-14,13.233288768918499,True
Slc45a3,5.135243311686584,0.11454501237625637,5.020698299310328,5.469256321331216,1.857938872605779,2.3260722306222633e-15,1.2242485424327702e-13,12.912130404372258,True
Lat,5.324042561090161,0.3188677579087675,5.005174803181394,4.059978951201288,1.9341221020411907,7.190787879212917e-19,1.4381575758425834e-16,15.84219352663069,True
Tespa1,5.59806807934421,0.6281091106303183,4.969958968713891,3.1583964501335307,2.0402221474940707,2.9070376396577123e-19,9.414662260478903e-17,16.026195255152494,True
Sytl3,4.785240667444172,0.008055623824569466,4.777185043619602,8.902795556573702,1.7641117790533594,5.1132142631399845e-19,1.1799725222630734e-16,15.92812810588749,True
Mns1,5.126973222380576,0.4141925719005912,4.712780650479985,3.630579618445337,1.9147875680058066,1.6417631429496546e-16,1.1726879592497533e-14,13.930817534009202,True
Slc7a8,4.437873555266304,-0.2289294189047603,4.666802974171064,,1.634347951416869,7.921291614295174e-15,3.7459044488627674e-13,12.42644330487346,True
Itga2b,4.9518419919652334,0.40981194156863376,4.542030050396599,3.5959780157988157,1.8800299311795317,5.710451299968808e-19,1.2236681357076016e-16,15.912336348835135,True
Ikzf2,4.93256175367848,0.4300669161480526,4.502494837530428,3.521112203886729,1.8802209418053855,4.838245212894578e-17,4.2690398937305095e-15,14.36966978674066,True
Cdh17,4.431805112552492,0.03161004272845146,4.400195069824041,7.051872592638318,1.6922966611546262,6.581037288849003e-08,6.879133054545996e-07,6.16246629044918,True
X1700097N02Rik,4.5308662395070165,0.15038513352163307,4.380481105985384,4.902810686595152,1.7401183393137898,6.643163460512317e-14,2.622301365991704e-12,11.581317398814429,True
Skap1,4.315646317776299,-0.033034426672854424,4.348680744449153,,1.6513644602249267,5.308946395415378e-16,3.250375344131864e-14,13.488066485029446,True
CellTag.UTR,5.593492399956266,1.4942914506613043,4.0992009492949615,1.909504943863095,2.183928521313704,5.493135737759186e-08,5.885502576170556e-07,6.230216445864178,True
Cd200r4,3.604755745998302,-0.3873978415677168,3.992153587566019,,1.3833194038920749,2.8618882193624458e-11,6.003961299361774e-10,9.221562115817141,True
Hbb.bt,4.878499906418575,0.934023302327362,3.9444766040912125,2.3900125381721646,1.9657885704979825,7.41178308539021e-13,2.2459948743606696e-11,10.648591239187391,True
Tuba8,4.434947707538819,0.4936314216496723,3.9413162858891466,3.1705855067939526,1.792559523582124,5.3695131552282135e-17,4.6024398473384684e-15,14.337011878899926,True
Adora3,3.739058936744908,-0.1098055520522495,3.8488644887971573,,1.4929435884459443,2.2100587560411525e-10,3.7886721532134045e-09,8.4215129740891,True
Car8,3.856396182129741,0.02670598679950916,3.829690195330232,7.080112355069499,1.5565770910408927,1.559195342214992e-10,2.8349006222090765e-09,8.54746216075086,True
Gata1,3.834333175909131,0.0817514590007029,3.752581716908428,5.527131478218244,1.5646426916342941,7.333136066795168e-17,5.94578600010419e-15,14.225790725915875,True
Tmtc2,3.688652033141337,0.06940223762834653,3.6192497955129905,5.701804264436103,1.5255813866438463,1.2946727930735242e-13,4.6795402159284005e-12,11.329796816048656,True
Npl,3.9011483041986867,0.2884538221473192,3.6126944820513676,3.757754305632868,1.6298466745774893,3.779192489926736e-16,2.5194616599511575e-14,13.598692246158516,True
Angpt1,4.067102115564853,0.5069737565505971,3.560128359014256,3.008157961078257,1.7167881068126636,6.433730198432132e-16,3.7845471755483127e-14,13.421986076778278,True
Ccl6,1.1428347123832139,-2.348875588837022,3.4917103012202357,,-1.332863361795257,0.00474333590130014,0.01196804684936957,1.921976719414201,True
Crip1,3.3491247137448137,-0.10451420678287894,3.4536389205276925,,1.3908356344727903,4.1115130212331034e-13,1.3407107677934034e-11,10.872664902610373,True
Lama5,3.5324888119154725,0.10927467091459903,3.4232141410008734,4.9997881337365175,1.496146185721341,1.0001501771250994e-16,7.693462900962303e-15,14.113878136106965,True
Srgn,3.68357450951279,0.27163681028121106,3.411937699231579,3.7616107271817874,1.5741527028181297,7.463118486448043e-12,1.762941374751506e-10,9.75376212958681,True
Osm,3.3452888183601472,-0.05991525078509026,3.4052040691452374,,1.4020054441796466,1.9566985593373642e-11,4.3482190207496984e-10,9.361688588526087,True
Csf2rb,2.477288984878191,-0.7943754930302901,3.271664477908481,,0.8808475100946175,2.27894561526448e-11,4.883454889852457e-10,9.31127281965374,True
X4930519L02Rik,4.054939854140439,0.7998019887404667,3.2551378653999725,2.348211890655998,1.777102333545174,2.1056702229834113e-09,3.037024360072228e-08,7.517551724577448,True
Gm6093,3.286850209733547,0.06813749087096245,3.218712718862584,5.562517330486998,1.4208832613812719,1.7148584357041728e-19,6.430719133890648e-17,16.191740458115127,True
Furin,2.4282842285130086,-0.6536568196579394,3.081941048170948,,0.9163342439274935,4.4662167185594584e-07,3.763665774066959e-06,5.424388950314719,True
Sapcd1,3.180994774973157,0.10577990954001051,3.0752148654331464,4.895861344675009,1.4023878422357376,3.459042591910783e-12,8.72027544179189e-11,10.059469797067312,True
Tex19.1,3.0340572004697304,0.024320350743530707,3.0097368497262,6.862074004224934,1.3386747220416808,3.2380014234162125e-10,5.222582940993891e-09,8.282114654166238,True
Padi2,2.8999699105039594,-0.03903988599696627,2.9390097965009256,,1.2812323659669846,4.487255082928079e-12,1.1125425825441517e-10,9.953683357416667,True
Csrp3,3.019131169511691,0.12424500611261165,2.8948861633990797,4.593048162436904,1.3627156732044654,5.375450885072665e-12,1.300512310904677e-10,9.885885532331882,True
Rnase12,2.8410217150641524,0.014326832222507847,2.8266948828416445,7.457058425709806,1.2795748650353596,7.267780989534438e-08,7.492557721169523e-07,6.125369902651406,True
Gpr174,2.803351775950378,-0.01801139436707174,2.8213631703174498,,1.2586215473564468,2.2441249546888434e-15,1.2022097971547374e-13,12.920019737161859,True
Rnf128,2.532398722322276,-0.24745720482535916,2.779855927147635,,1.0992755140243684,3.013655297081703e-10,4.887008589862221e-09,8.310956897614659,True
Lgals1,2.3103924458404608,-0.4444020397073983,2.754794485547859,,0.9508380573521937,4.294111357697908e-09,5.802853186078255e-08,7.2363584170768025,True
D330045A20Rik,2.630430365521843,-0.10073059017037324,2.7311609556922165,,1.1794154328399207,1.180343867670558e-13,4.3183312231849676e-12,11.364684049615345,True
Nucb1,2.8861416242372795,0.20452300164670603,2.6816186225905736,3.818586596621435,1.3478540236627234,1.552033984440871e-15,8.465639915132023e-14,13.072340208127185,True
Chst13,2.7625423841645556,0.10102645698692334,2.661515927177632,4.759343895411464,1.2820153385052822,1.2862073000252082e-07,1.256880097744503e-06,5.900706150612883,True
Ccl9,1.7106349693612328,-0.9322815377678434,2.642916507129076,,0.474230134803159,0.00022947892885811073,0.0008781081461407299,3.0564519939118484,True
Tnik,2.9692405030712035,0.32703811698801516,2.6422023860831882,3.1872012579904894,1.40497901965354,1.20845616354261e-17,1.3943724963953194e-15,14.85562119214989,True
Serpina3g,3.753603500387924,1.1603865897617902,2.5932169106261336,1.7018233600947552,1.7895185357810883,3.644532292777811e-11,7.193155841008837e-10,9.1430805305296,True
Hba.a1,2.6549838747588503,0.08938160681830565,2.5656022679405446,4.875671264615064,1.2462151519895162,8.870161002752794e-19,1.663155188016149e-16,15.779067225131309,True
Plxdc2,2.5741974671842183,0.013649109711889295,2.560548357472329,7.377382842554946,1.1978171467041987,2.8071045059666616e-15,1.4035522529833307e-13,12.852771414337063,True
Flnb,3.183316126303852,0.6272423941485589,2.556073732155293,2.351377077044426,1.5386768445178407,1.553592816893406e-14,6.956385747283908e-13,12.157616343392755,True
Ets1,2.5253112634208557,-0.02512522360583351,2.550436487026689,,1.169984644369112,4.328380649687908e-08,4.809311832986565e-07,6.317917062611214,True
Sept1,3.080928771095246,0.5426853044762397,2.538243466619006,2.512819588562171,1.491497591856546,8.351947073476172e-14,3.093313730917101e-12,11.509576030628443,True
Gnaz,2.4112238162802515,0.0012543374639396618,2.4099694788163117,9.549711124267512,1.14158913559335,8.52945399212107e-18,1.0235344790545284e-15,14.989897522995701,True
Aqp9,2.2540981181842454,-0.09719932197192907,2.3512974401561744,,1.0555076245608113,7.41178308539021e-13,2.2459948743606696e-11,10.648591239187391,True
Hs6st2,2.6025438231315436,0.25131245609825503,2.3512313670332885,3.376249278605113,1.2791313914902587,1.396251018042932e-13,4.986610778724757e-12,11.302194528563037,True
Nt5c3,2.7499467262281527,0.40911195171151216,2.3408347745166407,2.7563003000766453,1.3671078554634775,2.0640560432368113e-11,4.4870783548626336e-10,9.348036346605246,True
Klf5,2.334943849932708,0.008722950148800788,2.3262208997839076,7.783603971455055,1.118913439167394,1.1084301747622341e-11,2.5579157879128477e-10,9.59211375753007,True
Tgfb1,2.4680827823982248,0.16781750003388043,2.3002652823643444,3.8774802910558472,1.2128495345092023,1.810868408473276e-17,1.910578401801684e-15,14.718835136059209,True
Alox8,2.248184098082552,-0.044528150418876936,2.292712248501429,,1.071644595343976,1.8356236219349247e-09,2.66032408976076e-08,7.575065452909894,True
Ero1l,2.26033287160821,-0.026072352050824334,2.286405223659034,,1.0821100361643186,3.391185240875267e-07,2.97472389550462e-06,5.526553337909705,True
Rapsn,2.3557399914615833,0.08000410723673397,2.2757358842248494,4.861252400588133,1.1491761377746366,4.0679557099938163e-16,2.653014593474228e-14,13.576260361081411,True
Myo1d,2.2302198173632943,-0.01613190471061835,2.246351722073913,,1.0752204114084434,1.9117238304802979e-10,3.393592598485736e-09,8.46934029603411,True
Spin4,2.2618698322104107,0.08222539216887631,2.1796444400415345,4.764726525254145,1.1190557279659503,5.507094271335651e-16,3.3042565628013905e-14,13.480926238747848,True
Cd63,1.6013674124486668,-0.5639368341849961,2.1653042466336627,,0.6028514357013788,1.85409712006792e-08,2.1812907294916705e-07,6.661286446388623,True
