,Neutro,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant
Slc39a14,-0.5340918532248459,-0.21919079937973482,-0.314901053845111,1.2819559809868724,-0.6818655819318767,1.2509271075471426e-08,1.985598583408163e-07,6.702108545685312,True
Lgals3bp,-0.1499690806206326,0.16605847494271886,-0.3160275555633515,,0.011559610011365415,0.0009865795464527494,0.00327042943575497,2.485395216962484,True
Ifi207,-0.9058908967377581,-0.5894585898322958,-0.3164323069054623,0.6153392800499232,-1.9866434735365006,0.0005471904931719257,0.001994619051659511,2.7001400371000637,True
Ptger4,-0.5424182378803202,-0.2253211448066293,-0.3170970930736909,1.2643664974695166,-0.6986925884946937,2.6820103296355903e-11,8.940034432118635e-10,9.04866080853626,True
Klk8,-0.10333378579034301,0.2140058775398501,-0.3173396633301931,,0.07770246293305283,2.9907620048763656e-05,0.00015852095432206885,3.7999133218061742,True
Cd72,-0.6103065143437247,-0.2926901526740375,-0.31761636166968726,1.055911973312778,-0.8664320909684283,7.418962584591311e-08,9.047515347062574e-07,6.043470671536819,True
Kcnn4,-0.40661700466060213,-0.08781172605648736,-0.3188052786041148,2.2231484254043083,-0.40968899741240733,1.572039346193987e-05,9.283696926342444e-05,4.032279045872899,True
Mycbp2,-0.6229635989648766,-0.3037074168433992,-0.31925618212147744,1.0321465570101058,-0.8979076581866152,2.604001405990842e-05,0.0001420364403267732,3.8476002203876822,True
Stk17b,-0.5770149829171964,-0.25622062916765537,-0.3207943537495411,1.1675678026995588,-0.777486742043692,3.076896150167173e-05,0.0001622265105536295,3.789878173266902,True
Myh9,-0.4185903036512212,-0.09737742534249226,-0.3212128783087289,2.1131566717786843,-0.43047753559214247,8.71959593761643e-05,0.00040556260174960136,3.3919420995391563,True
Cfp,-0.8243376972468652,-0.502987688769307,-0.32135000847755824,0.7080051088791446,-1.572019281449344,0.005616341405756978,0.014052563984379427,1.852244428593313,True
Fyn,-0.3551335948901264,-0.03246962577468856,-0.3226639691154379,3.5185322574053584,-0.31079319339137246,4.657973339422369e-08,6.160919200642943e-07,6.210354486863953,True
Ms4a7,-1.2210281649491321,-0.8962315129481953,-0.3247966520009369,0.44232600436174935,,0.008825704366218995,0.020701417590818595,1.6839999139251913,True
Meis1,0.08584944551455294,0.4108276530232847,-0.3249782075087318,-2.1689448495479966,0.3200092459911867,0.0008417506533131134,0.0028598549942687886,2.5436559867260007,True
Litaf,-1.060160915196762,-0.7346955861592699,-0.32546532903749203,0.5248744465683453,-3.2852946614598904,0.013956409859498146,0.030673428262633286,1.513237681717618,True
Tmem108,-0.3541743026252338,-0.02738312429117808,-0.32679117833405574,3.778065468199947,-0.30539382444202195,1.2679726215270243e-08,2.0020620339900382e-07,6.698522470012457,True
Pira2,-1.077973070597138,-0.7497861612122437,-0.32818690938489425,0.5196350720561136,-3.5375014358622168,8.553768602403714e-05,0.0003984674814784339,3.3996071151479845,True
Chd3,-0.12259754854759237,0.20582661511059394,-0.32842416365818633,,0.05882148317347786,0.00038138421990705656,0.0014593783925014921,2.835832088182597,True
Rrad,-0.45050324629054284,-0.12180657381560125,-0.3286966724749416,1.8916414297849882,-0.4863170629480133,1.0373738839794797e-11,3.7952703072419987e-10,9.420757287288124,True
Gcnt1,-0.6191068826094404,-0.29040247526371893,-0.3287044073457214,1.0881671008247051,-0.8750226102277797,7.006821294374776e-06,4.723699749016702e-05,4.325717715099452,True
Tuba1a,-0.42660519494262356,-0.09773163935152375,-0.3288735555910998,2.135562275315156,-0.4386365500263734,0.00010315677943713304,0.0004688944519869684,3.3289249058529604,True
Alox5ap,-1.36458431008738,-1.0350557886650564,-0.3295285214223236,0.3952364974551617,,0.009018839471957961,0.02110492856152409,1.6756161135587744,True
Ccr5,-0.9991345223550732,-0.6688005715531046,-0.3303339508019686,0.5748029794318631,-2.590462833602225,2.994568650773341e-07,2.9945686507733407e-06,5.523665726223023,True
Acadm,-0.5046533946738049,-0.17405396392180908,-0.3305994307519958,1.5353140051448109,-0.5980499682785465,9.687290534583696e-05,0.00044505163252298756,3.351589601560575,True
Ddah2,-0.0693093629659347,0.2621543762115709,-0.3314637391775056,,0.13280384825248545,7.70761393801194e-06,5.1267442458877366e-05,4.290158347348002,True
Cyth4,-0.7458361341966951,-0.4140581697177695,-0.33177796447892566,0.8444506044968864,-1.2513572460130886,6.243455991070573e-06,4.2569018120935726e-05,4.370906366961162,True
Plk2,-0.9323840372970635,-0.5993119099211069,-0.3330721273759566,0.6332000630814119,-2.094482571471467,8.76240290832262e-08,1.0514883489987146e-06,5.97819553514466,True
Ptp4a3,0.13385214317056354,0.46699533144873095,-0.3331431882781674,-1.746162514116176,0.3789817956428735,0.006087358653640442,0.015105108321688442,1.8208761559687954,True
Cdkn1a,-0.41106185798946177,-0.07725110887083651,-0.33381074911862524,2.4285270893619724,-0.40384051287030276,0.0008209897944197975,0.002805204308951472,2.552035502672011,True
Gngt2,-1.2558644831745536,-0.9215883983653548,-0.3342760848091988,0.4427664734954452,,0.0004943708770707876,0.0018220056894500771,2.7394502712198174,True
Irf8,-0.7743600441794678,-0.4359696046164303,-0.3383904395630375,0.8242779075395542,-1.3406775706299459,0.00042067231266771884,0.0015874426893121465,2.799301944879939,True
Klf6,-1.2145832448101967,-0.875548870552032,-0.33903437425816474,0.4684133667355552,,0.005290594528609936,0.01337134253229133,1.8738249857750753,True
Il6st,-0.542574649359841,-0.20247993759073682,-0.3400947117691042,1.4204490532136125,-0.6723753880435818,9.376587871733576e-07,8.12998948416206e-06,5.08991001614927,True
Kif23,-0.09490461426277738,0.2453466462984552,-0.34025126056123256,,0.10463324208385186,0.002426864248641137,0.0071099538534408315,2.1481332180129966,True
Gem,-0.14479047852174295,0.1969962877557374,-0.3417867662774804,,0.037175421525947897,0.01246897922110515,0.027915625121877202,1.554152642435009,True
Lifr,-0.44196404983724635,-0.09989378793527229,-0.3420702619019741,2.155077527577993,-0.4558686172746119,9.79132767093881e-12,3.6717478766020535e-10,9.435127147612327,True
Smim5,-0.3567374175304935,-0.013530486079953904,-0.3432069314505396,4.927061970381864,-0.29536517356583436,0.001833504254265109,0.0055899519947106985,2.2525919217239108,True
Map4k4,-0.6922153827341886,-0.34531783624108975,-0.34689754649309884,0.9992167664014899,-1.0551913471046035,2.3702192506346817e-06,1.846924091403648e-05,4.733550953699976,True
Wsb2,-0.7139424933233777,-0.366593904060618,-0.3473485892627597,0.9574387721005582,-1.121135628857763,2.515022955349449e-05,0.00013793544544878148,3.860324118271087,True
Rgs2,-0.9333090131679581,-0.5856395669209481,-0.34766944624701,0.6680465689330317,-2.0557369820025486,1.8497093833869846e-05,0.0001065091775462755,3.972612968882707,True
Csf1r,-1.1036491267446769,-0.7559469910342859,-0.347702135710391,0.5419445462472348,-3.8323452676237757,0.0023177112527069813,0.006836906350168086,2.1651403688909205,True
Metrnl,-0.7761410983911167,-0.4240603003571579,-0.35208079803395875,0.8677628555684211,-1.322291336831298,0.00011341525944924321,0.0005108795470686632,3.291681483837647,True
Msmo1,-0.23792730611800095,0.11484374845779323,-0.35277105457579416,,-0.09163557514036992,0.00028771672927854205,0.0011412950947341182,2.9426020493198335,True
Emp2,-0.6083640028350752,-0.2555021364974849,-0.3528618663375903,1.2487516969204342,-0.8158671750660179,2.4489400549493102e-05,0.00013480403972198038,3.8702970929440488,True
Cd302,-1.0365079434976916,-0.6822618833793295,-0.3542460601183621,0.5992601310738099,-2.8301767057414544,0.012648946657664202,0.0282132639204406,1.549546668518865,True
Tpd52,-1.1182673332003639,-0.7627448981524959,-0.35552243504786796,0.5480806867379137,-4.071114815631869,0.004145379818874078,0.010995702437331773,1.9587770214270965,True
Serpina3g,0.8039710935507652,1.1603865897617902,-0.356415496211025,-0.5212324573478979,0.9870871352441988,0.020155014868273598,0.04184432152582754,1.3783634695064193,True
Hmgn1,0.4245400060032252,0.781039904073618,-0.3564998980703928,-0.8630981052911434,0.680585373290591,0.0030926274500664174,0.008662821988981563,2.062340609760908,True
Cttnbp2nl,-0.6625919396733181,-0.30570931713287725,-0.35688262254044084,1.112410498638564,-0.9549782357786466,3.3724301859885843e-11,1.0649779534700793e-09,8.972659382634063,True
Casp6,-0.945174605583859,-0.5877718427357695,-0.3574027628480895,0.6811277005872257,-2.0983401181551096,8.420559465115015e-06,5.5036336373300754e-05,4.25935048367181,True
H3f3a,-0.661430502712651,-0.30254954824943014,-0.3588809544632209,1.1249447760832678,-0.9489482169552776,4.818304582280327e-08,6.257538418545879e-07,6.203596475333601,True
Mrgpra2a,-0.3508453966263791,0.008059717977949903,-0.358905114604329,,-0.2712398070022879,1.8535556597114144e-05,0.00010652618733973646,3.9725436164589154,True
AW112010,-0.7068415707976644,-0.34669350162960405,-0.36014806916806036,1.023872272653721,-1.0793790488150976,3.3269227519614884e-07,3.2939829227341466e-06,5.482278656708933,True
H2.DMb2,-0.7044637030715817,-0.34384541757422005,-0.36061828549736163,1.0309394141854284,-1.0714350499703078,0.0021690871784352823,0.006455616602485959,2.1900622701647103,True
Ctsz,-1.0534026418805897,-0.6924641378401524,-0.36093850404043737,0.6012433488374679,-2.9763431181599436,0.009429141506893954,0.02192823606254408,1.6589963021626273,True
Hoxa7,-0.15515371217870633,0.20748858048545069,-0.36264229266415704,,0.037266146846478124,5.427476582611121e-06,3.769080960146612e-05,4.423764533771594,True
Akr1a1,-0.9641883491296381,-0.6013299874907033,-0.3628583616389348,0.6770304062384667,-2.2026328032549443,6.435124962442002e-05,0.00031087560205033825,3.5074133606544193,True
Sirpa,-1.0747093309542668,-0.7114353019639659,-0.3632740289903009,0.5911907750873305,-3.225292680214215,0.020379283096651643,0.0421931327052829,1.374758228443444,True
Il1b,-1.8371416766709756,-1.4737660249318667,-0.3633756517391089,0.31523259856991576,,0.001012851054886585,0.0033427427554012707,2.4758970437509507,True
Anxa5,-1.2271667813434421,-0.8614327428831333,-0.36573403846030883,0.5068598593904653,,0.00945453518814842,0.021970259925983934,1.6581648049933373,True
Ifngr2,-0.6549873451379113,-0.2889391215600525,-0.3660482235778588,1.177551519825913,-0.9212897084506331,4.324512226759407e-06,3.1037169091574694e-05,4.508117897722332,True
Timp1,-0.7442045084520396,-0.3777779260056485,-0.36642658244639104,0.9742332866601059,-1.1876782924077196,2.747939169158269e-07,2.7663817139177208e-06,5.558087894794154,True
Cd96,-0.08992731518794608,0.27728542419502616,-0.3672127393829723,,0.12918943428385893,0.007010060093121996,0.01702848605616679,1.7688239619422563,True
Plek,-1.1377873547492126,-0.7697909455010906,-0.36799640924812194,0.5598781708139964,-4.435624567074991,0.00014077797097493004,0.0006165458582843652,3.2100346153226513,True
Ly6e,-0.28697231884938695,0.08138225948489435,-0.3683545783342813,,-0.15649048222854384,0.00012161807527020293,0.000542131093329285,3.2658956835253803,True
Bhlhe40,-1.010321165049388,-0.6417574833165813,-0.3685636817328066,0.6506920724376556,-2.5231668762592303,0.00017556441658140022,0.0007492080366204845,3.1253975726726546,True
Fh1,-0.09649824359864494,0.2734725841975604,-0.3699708277962053,,0.12232440297450689,0.00016305708187685193,0.0007028322494691894,3.153148319110179,True
Akr1c13,0.6385867146398113,1.0113888757461924,-0.3728021611063811,-0.6528481217681726,0.8678868158428421,0.020580456933729962,0.04252160523497926,1.3713903487692838,True
Cyp4f16,-0.6921250971400706,-0.3191563093688185,-0.37296878777125214,1.1133777193484244,-1.0163681315818331,9.689643041285774e-09,1.5971939079042485e-07,6.796642354981966,True
X1700025G04Rik,-0.4644537795519656,-0.09005676103035795,-0.37439701852160767,2.3804204505074393,-0.46844191135196284,2.1359806391576448e-07,2.253984318401662e-06,5.647049109787391,True
Myof,-1.0302223498693732,-0.6550033680599967,-0.3752189818093765,0.6494336814880217,-2.6676104214016734,0.0042370762905046926,0.011150200764486033,1.952717312873804,True
Cd68,-1.4027358230546783,-1.0270083332031932,-0.3757274898514851,0.4464727233056881,,0.02279953166496366,0.04640338873466145,1.333450302741994,True
Vars,0.2669285306549426,0.6432646252749509,-0.3763360946200083,-1.2416194565084908,0.5411149111590446,0.0002116637415188304,0.0008746435599951669,3.058168897223908,True
Ctsc,-1.4687882864810726,-1.0922563876839944,-0.37653189879707827,0.42410050036972474,,0.010676444951187308,0.02426464761633479,1.6150260113502435,True
Pycard,-0.8087067073570356,-0.4319046310053197,-0.376802076351716,0.9009418839457645,-1.3970896365166912,5.297933597711146e-06,3.722201590897761e-05,4.429200109592235,True
Podxl,-0.08058594950829269,0.30043670990215465,-0.38102265941044733,,0.15046268807221733,0.0022648378719772894,0.0066875134015077446,2.174735334661178,True
Plscr1,-0.32596212371757655,0.055231062495223145,-0.3811931862127997,,-0.20983774324172075,1.1169170079216003e-05,6.951765609470541e-05,4.15790487928517,True
Pclaf,0.5964883922459605,0.9785006443052184,-0.38201225205925793,-0.7026991635086294,0.8379388175728458,0.022334357977265552,0.04558032240258276,1.3412226072564013,True
Csf2rb2,-0.8778805198985628,-0.4958444532306156,-0.38203606666794715,0.8201525323755668,-1.6751317432126716,2.9354683852929404e-10,7.159678988519366e-09,8.145106449289909,True
Pirb,-1.5913740271648653,-1.2093307705507983,-0.382043256614067,0.39304559598391364,,4.4520763839772196e-05,0.00022372243135563915,3.650290469521691,True
Sh3glb1,-1.0282980468146432,-0.6462005187394345,-0.3820975280752087,0.6663013416239282,-2.6192641936978074,6.621813454797549e-06,4.4842980506529676e-05,4.348305529562319,True
S100a10,-1.3956801447926028,-1.0134347256037086,-0.3822454191888942,0.4583990821163724,,0.004085253103954751,0.010874675520731368,1.9635836926867247,True
Bri3,-1.0659974431332735,-0.6830695886468692,-0.3829278544864043,0.6382514755895833,-2.9946260666963638,4.2868007102356596e-05,0.0002168701877016354,3.6638001446503545,True
Hmgn3,-0.3511958334157982,0.03295224485001393,-0.3841480782658121,,-0.25003124177025016,0.0010279118715789983,0.0033887204557549394,2.469964255751121,True
Bmyc,-0.31338370982534747,0.07120152635901128,-0.38458523618435875,,-0.18621444533398746,0.00020111507222248093,0.0008403136722387782,3.0755585702547568,True
Lat2,-0.7560298786026023,-0.37007058449792285,-0.38595929410467944,1.0270572049934796,-1.1944606572067777,9.217839512752659e-05,0.00042478523100242667,3.371830591280757,True
Macf1,-0.5230926976762037,-0.13684120077927445,-0.3862514968969293,1.9392944031197086,-0.5776958336315677,2.244341597076098e-06,1.762571934876517e-05,4.7538531493536365,True
Slc15a3,-0.8922627796463478,-0.5043857281313389,-0.38787705151500895,0.8190165594420025,-1.7289293823991239,8.670995263326802e-14,6.344630680483026e-12,11.197593653017098,True
Marcks,-1.2640631477928685,-0.8758987747527491,-0.3881643730401194,0.5257208612681109,,3.1574873975737193e-06,2.3681155481802894e-05,4.625597110769725,True
Ciita,-0.8872807061487125,-0.49893005258181483,-0.38835065356689763,0.8266367792905535,-1.7041847369669838,3.89494369105332e-13,2.1537390229830815e-11,10.666806923018099,True
Plxnb2,-0.6531289734265064,-0.2636837370487319,-0.38944523637777456,1.306335160834374,-0.884717284932338,2.314256763219166e-09,4.5978611189784756e-08,7.337444150981531,True
Il1rl1,-0.23263920545974134,0.15704973860597193,-0.3896889440657133,,-0.05558339894039106,2.6614279368172806e-07,2.7065368848989296e-06,5.56758604993301,True
Jaml,-0.7316865007089354,-0.34022961438411153,-0.39145688632482384,1.1014381152956403,-1.1076728855798952,5.781818869598106e-09,1.032467655285376e-07,6.986123544854234,True
Ubc,-0.6998519685302981,-0.3048157411583702,-0.3950362273719279,1.19628670686956,-1.006749847067313,7.944309507512337e-06,5.249327221779241e-05,4.279896354230584,True
Myadm,-0.8462003187715403,-0.4492280768011142,-0.39697224197042613,0.9098043339531224,-1.5051817622306813,9.822637115213253e-09,1.6102683795431562e-07,6.793101735122762,True
Sdc4,-1.3044024199113298,-0.9058391803532584,-0.3985632395580714,0.5226525012730764,,2.129466389049235e-08,3.086183172535123e-07,6.510578301065992,True
Mmp14,-0.8480778070933485,-0.4470678718224645,-0.40100993527088397,0.920009763742556,-1.5046029820097564,3.734935246848243e-16,4.149928052053604e-14,13.381959432653442,True
Ucp2,-1.0380418884774891,-0.6358580633039261,-0.402183825173563,0.7033363672143723,-2.616613440477746,2.4239661229944872e-05,0.00013367460237101951,3.8739510990797177,True
Mtss1,-1.000818530271493,-0.5985954111671486,-0.4022231191043443,0.7377495555686998,-2.319815882409691,0.0001533747188352959,0.0006658815578956407,3.1766030130622065,True
Satb1,-0.4618212113472726,-0.05896104352205722,-0.4028601678252154,3.0005712879258204,-0.4351655630478631,5.6460211551183275e-06,3.9117929481189334e-05,4.407624140558555,True
Emp1,-0.9838137560673585,-0.5807583761419949,-0.40305537992536367,0.7566687903384783,-2.1994943505749105,6.492896274154602e-09,1.1454032033525554e-07,6.9410416066283185,True
Apobec3,0.09178861734157244,0.4960563562409782,-0.40426773889940576,-2.3492732508677627,0.37175119440049526,2.8658455852186252e-05,0.00015380208865216235,3.8130377667195714,True
Sla2,-0.1353767096433142,0.26930041888736367,-0.40467712853067783,,0.09350859871963488,3.459498994475559e-05,0.00017924865256350049,3.7465441002985775,True
Cst3,-1.384537238914066,-0.9730434749394492,-0.4114937639746168,0.5055802806810242,,0.0003207633092861631,0.0012481062618138641,2.903748437926977,True
Fam84b,-0.2500551999522426,0.1620760107061197,-0.41213121065836233,,-0.06490177406207902,1.4006126962650448e-10,3.854897329169848e-09,8.413987184401293,True
Mndal,-0.6126557848113381,-0.19864142754470682,-0.41401435726663127,1.625424111215433,-0.7506119580809818,1.7692760631635782e-06,1.4384358237102261e-05,4.842109509533304,True
Ifitm2,-0.6177676811275016,-0.20061480911636612,-0.4171528720111355,1.623122988927571,-0.7592368901022194,2.8081200634908577e-05,0.00015124524578945372,3.820318267980332,True
Il4ra,-0.6894775012677062,-0.27225827894110793,-0.4172192223265983,1.3386555461169816,-0.9458263693336149,3.1859660704387855e-06,2.383515763420538e-05,4.622781971513772,True
Klf4,-1.2678401613814365,-0.8505023265896862,-0.41733783479175035,0.5725930965304532,,4.573731085300194e-07,4.314840646509617e-06,5.365035238794537,True
Dock10,-0.6944447882242242,-0.27505329792354405,-0.4193914903006801,1.3342581626228989,-0.9566528157414045,1.8042880155713216e-08,2.6796356666900816e-07,6.571924250263083,True
Hck,-0.8953930426346304,-0.475597546789109,-0.4197954958455214,0.9092367525643223,-1.668846493537737,1.2357687028954574e-15,1.2783814167884042e-13,12.893339551112774,True
Gria3,-0.2718845037645347,0.1483182833648093,-0.420202787129344,,-0.09200662239329728,1.6460472040027277e-05,9.626007040951623e-05,4.01655382499345,True
