,Neutro,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant
Gp1bb,-0.04597515017181116,0.029803763973914363,-0.07577891414572552,,-0.011712605675406934,0.002517552239667186,0.007290209188225442,2.1372600096808534,True
Tcf7,-0.18397879275093296,-0.10817824600037738,-0.07580054675055557,0.745603079354392,-0.22782467694068728,0.0009865795464527494,0.00327042943575497,2.485395216962484,True
Calm4,-0.16408500489202482,-0.08828044052628331,-0.07580456436574151,0.87402958948061,-0.1945964635668911,3.741723212943382e-05,0.00019226869035914487,3.716091431889092,True
Nmnat2,-0.010981670747463689,0.06486370166511032,-0.07584537241257401,,0.038353319777964724,0.006798998384599887,0.01662346793300706,1.7792783700189108,True
Plpp1,-0.10359510677499575,-0.026338101152380226,-0.07725700562261553,2.0042959563446994,-0.09691020107901448,0.0023463703710687608,0.0069078617401435545,2.1606563633590112,True
Oas3,-0.2143602118596106,-0.135998478044553,-0.0783617338150576,0.6371928731453291,-0.277847633953786,0.0057369948754078665,0.014306720387550789,1.8444599106727386,True
Rab30,-0.11885232932461195,-0.04045240469693394,-0.07839992462767802,1.5538990984847134,-0.11974919713159929,1.673754889484681e-08,2.4981416260965386e-07,6.602382943988833,True
P2rx5,-0.2321728311056125,-0.15353239315777367,-0.07864043794783881,0.5781031214063717,-0.30909595628950487,2.9674020971333756e-09,5.706542494487261e-08,7.243626944357331,True
Irf6,-0.06807668883921647,0.010849301706959224,-0.07892599054617569,,-0.04188294595540835,0.0040792841760648405,0.010874675520731368,1.9635836926867247,True
Serpinb9,-0.24439233885942785,-0.16521900175171172,-0.07917333710771612,0.5468169998993485,-0.3306206254002572,0.005672358552953122,0.014180896382382804,1.8482963162884583,True
Adamtsl1,-0.03681458270786427,0.042608092127694154,-0.07942267483555843,,0.004173092356078836,2.694385547174253e-07,2.730796162676608e-06,5.563710716091909,True
Tmem163,-0.09200139061165516,-0.012325246553682716,-0.07967614405797244,3.0589823565704295,-0.07728960032869146,1.7815120740488003e-06,1.4438885051758989e-05,4.840466341015922,True
Tcaf2,-0.02441549959665072,0.055277011545676456,-0.07969251114232717,,0.022091863052859095,0.0006114422329945594,0.0021915492222027216,2.6592487706449917,True
Gm31108,-0.07420949220889046,0.005762061153183596,-0.07997155336207405,,-0.050239057649836286,7.169506575728336e-09,1.2290582701248575e-07,6.910427526557172,True
Rpl39l,-0.0905722276939976,-0.010328940373774204,-0.0802432873202234,3.344791203251899,-0.07468501255982915,1.1288529735304182e-05,7.011509152362845e-05,4.154188494729095,True
Gm15915,-0.05226124965729789,0.028382645623412854,-0.08064389528071075,,-0.01732842353352346,0.009079963419618255,0.021231403163565678,1.6730213027696368,True
Gsta3,-0.1439594262129152,-0.0622022928563742,-0.08175713335654099,1.1968515790424226,-0.15695016649631935,0.009391165048291161,0.02185686202084832,1.6604121893604238,True
X9230112J17Rik,-0.0629967070393351,0.019493859398858258,-0.08249056643819336,,-0.031726989572069195,3.256286932404613e-05,0.00017018921249501462,3.769067971292349,True
Crisp3,-0.0729565316892872,0.009657489544352232,-0.08261402123363944,,-0.04639879253568591,2.5201759053606626e-05,0.00013796583423507277,3.8602284486731313,True
Tox3,-0.051305096177389174,0.03195256313422054,-0.08325765931160972,,-0.014027880465576598,5.655117498839508e-05,0.0002767594208241195,3.5578975869179157,True
Ampd3,-0.2501742773262176,-0.1667663790363249,-0.0834078982898927,0.5677706675789013,-0.3372846616653092,0.0026553701663980206,0.007586771903994345,2.119942972786561,True
Ddah1,-0.002056431159063095,0.08136779684021261,-0.08342422799927571,-4.419443218880232,0.05610581018731184,0.012021072994990929,0.027074488727457047,1.5674397358084835,True
Crb3,-0.06226257302286592,0.02161243209953902,-0.08387500512240494,,-0.029624973558678592,0.004833903726513066,0.012384040289956618,1.9071376437350382,True
Ly6i,-0.18558885135854264,-0.1013977125288523,-0.08419113882969034,0.8537957245789379,-0.223463532677911,0.006156239548782859,0.015263403839957503,1.8163486050399391,True
Myl10,0.15577895088983543,0.24130237227251577,-0.08552342138268035,-0.5891511911537596,0.2612788545576927,0.02127225790516296,0.04380011922820102,1.3585247073023088,True
Dram1,-0.5059136525050014,-0.41921100241903514,-0.08670265008596628,0.2610391397004358,-0.8958306420163622,0.0005970372533322379,0.002147616019180712,2.668043365271362,True
Fam184a,-0.04765262886549285,0.03963315804856725,-0.08728578691406011,,-0.005796454294963314,0.0015170244769111194,0.004795651665683201,2.3191523696027225,True
Zfp612,-0.06481071776537459,0.02253117267172757,-0.08734189043710217,,-0.030825224390694485,0.00012771342343495399,0.0005659383608639024,3.2472308673884505,True
Gm36161,-0.09755491783336274,-0.01009127241720785,-0.0874636454161549,3.5009490525811744,-0.07981814818844564,0.00024035308861689906,0.000979700089471056,3.0089068522891913,True
Pdcd1,-0.10806861444908,-0.020004960146592043,-0.08806365430248796,2.503745919510268,-0.0954762679581007,0.00015308993909026082,0.0006656084308272209,3.176781185757971,True
Ptcra,-0.0774770360616529,0.010822552598694964,-0.08829958866034787,,-0.04890050914015742,0.00506847244289541,0.012907824557458598,1.8891469461380916,True
Kif3a,-0.2195504386565784,-0.1308400173549967,-0.08871042130158169,0.7293177681632589,-0.27787541529425347,0.0054357816660286235,0.013715176617397705,1.8627985953895756,True
Serpinb8,-0.35762804214468646,-0.26858288370135686,-0.08904515844332961,0.3996613389211776,-0.5418394842220738,0.004299225242601576,0.011264345613803257,1.9482940329298628,True
St6galnac5,-0.04356902076773088,0.04559544791429747,-0.08916446868202835,,0.0014610181607484696,0.0022164887265521695,0.006570618754601293,2.182393731040547,True
Pde4b,-0.25384879138949157,-0.16426515470958514,-0.08958363667990643,0.6113841565944507,-0.33835431636663993,0.0008264790747577068,0.0028207476954187948,2.5496357580090185,True
Errfi1,-0.3010700065758307,-0.21144792789436417,-0.08962207868146654,0.49469847551532753,-0.4271277259506396,1.7679432387251085e-07,1.907852415890405e-06,5.719455223679837,True
Ccl6,-2.438580257112717,-2.348875588837022,-0.08970466827569501,0.05177428067217974,,0.020130229614688057,0.0418218066787148,1.3785972098337853,True
Wif1,-0.05334330949445872,0.03662302032400157,-0.08996632981846028,,-0.012111838333904739,0.0002551084404927614,0.0010342234074030867,2.9853856371393155,True
X9230116L04Rik,-0.050276388540262736,0.039784753642769344,-0.09006114218303207,,-0.0075880349886906255,0.0002810992840466415,0.0011214067182711762,2.9502368464011055,True
Serpinh1,-0.053607862516173874,0.03683364458065852,-0.0904415070968324,,-0.012151068211213466,0.009141456946628712,0.021341922832596213,1.6707664547350571,True
Slc11a1,-0.36850739575339625,-0.2780226643872254,-0.09048473136617086,0.39341319665600516,-0.5633371538932926,0.021718152904398335,0.04450441168934085,1.351596935595046,True
Parm1,-0.07983818925141793,0.011277311933563326,-0.09111550118498125,,-0.05032379423376926,1.886059563004386e-09,3.823093708792674e-08,7.417585056751364,True
Mpdz,0.10575428479072665,0.19692982606204265,-0.091175541271316,-0.8325443227103897,0.2033165114503089,0.005320865890003785,0.013436530025262083,1.8717128730570416,True
Ifi211,-0.22870332355228656,-0.13609384738109204,-0.09260947617119453,0.7321884930316926,-0.29053040260103163,0.0069326389989108565,0.016908875607099652,1.7718852708095694,True
Neb,-0.07194961369906094,0.020921977228512557,-0.0928715909275735,,-0.03728636670624549,4.054973542564058e-06,2.9455013626373303e-05,4.530840772016178,True
Cacna1b,-0.2878934007699962,-0.1949146669716062,-0.09297873379839,0.5474305588102799,-0.39859639483558845,0.007398718968201666,0.017771142437634106,1.7502846521940145,True
Cdh5,-0.16752430257098508,-0.07394203491235249,-0.09358226765863259,1.1672696322095883,-0.18562704815817496,0.0005055833947144535,0.001854217829026113,2.7318392473290527,True
Cd2,-0.0985929035916867,-0.004944020720420294,-0.0936488828712664,4.975783662007389,-0.07668871750075368,1.9972076618666792e-05,0.00011369303577988686,3.944266137027278,True
Pdcd1lg2,-0.007857704371034224,0.08592679488531524,-0.09378449925634946,,0.055243620981928226,0.008461989990210365,0.019973225783344685,1.699551788570927,True
Gm26852,-0.1243755248940677,-0.03050454021444769,-0.09387098467962,2.0546874248564575,-0.11628540385010293,1.3216368695401587e-07,1.4961926824982929e-06,5.825012473612438,True
Gstt2,-0.28550154409412165,-0.19123355539363174,-0.09426798870048991,0.5629340922673493,-0.3928331471944357,0.00162413816526246,0.005054371883596867,2.2963328073206717,True
Scn1b,-0.17165172015855362,-0.07731811701526156,-0.09433360314329206,1.1374990117045722,-0.19179606449525805,0.007753203396006538,0.018504065384263815,1.732732845651682,True
Gm5547,-0.32168455914239685,-0.2268553528117066,-0.09482920633069025,0.48970407338035377,-0.4624950984246243,2.872832827236427e-06,2.181898349799818e-05,4.661165486171758,True
Cp,-0.14515387833631316,-0.05015564820821618,-0.09499823012809698,1.531397802499563,-0.14824858155970533,3.4205386073419444e-08,4.664370828193561e-07,6.3312069294677045,True
Mylk3,-0.08282782140368486,0.012268545092770155,-0.09509636649645502,,-0.05181727794173054,2.178774401936093e-07,2.2695566686834304e-06,5.644058968863299,True
Dok7,-0.3190689597042353,-0.22362424556954463,-0.09544471413469069,0.4985841775906664,-0.45669537198866506,4.363010788625314e-06,3.1164362775895094e-05,4.506341748789367,True
Gpr174,-0.11358053655018392,-0.01801139436707174,-0.09556914218311219,2.7488846803919507,-0.09819041917736465,0.00752213586502286,0.018038695119958897,1.7437948815777746,True
Avil,-0.10011629919091619,-0.0038661701358438053,-0.09625012905507238,5.65702192778658,-0.07702769647141038,0.005148919161756293,0.013068322745574347,1.8837801483861356,True
Treml1,-0.09946461386478064,-0.0031035864553027757,-0.09636102740947787,6.4048835448578805,-0.07595196892148807,0.0015364461679523783,0.004836661599010634,2.315454297317668,True
Cd38,-0.3900644568967709,-0.2935108787424505,-0.09655357815432036,0.39797759727435417,-0.6033750380257997,0.0006347335282180309,0.0022615208843872834,2.645599397335584,True
Gpr4,-0.1775072411089344,-0.08093514389297127,-0.09657209721596313,1.1199303259225153,-0.19962179839486172,4.6822985924886366e-08,6.160919200642943e-07,6.210354486863953,True
Trim47,-0.12456390588047157,-0.027809705825010394,-0.09675420005546118,2.2002585936101466,-0.11432694359661708,0.00043106855281607,0.0016205584692333458,2.7903352951425306,True
Meg3,0.11223148508731275,0.2090755015084427,-0.09684401642112996,-0.8367260435621151,0.2149373278321799,0.019591643303508873,0.04084428763761405,1.388868674038219,True
Gfra4,0.02939212634366211,0.12665692001284948,-0.09726479366918736,-1.8639711208394971,0.10838999726040237,0.007501439043161128,0.018003453703586705,1.7446441737560732,True
Tppp3,-0.27576695085933817,-0.178456506621723,-0.09731044423761517,0.6126556267499714,-0.37166822168184194,0.00030246852416982833,0.0011861510751757973,2.9258599931499054,True
BC147527,-0.11449618959013408,-0.01617646567943706,-0.09831972391069702,2.936707631011975,-0.09748077320297918,4.102701678555705e-05,0.00020825896845460428,3.681396287080941,True
Slc41a2,-0.2865276478641635,-0.18792433514744405,-0.09860331271671946,0.5936722258716842,-0.3906724101976131,0.0006666976321888284,0.0023641760006696045,2.6263201956104045,True
Rora,-0.3523803361042763,-0.25355364032735667,-0.09882669577691966,0.46168928609790255,-0.5207011105160138,0.0011154250885811168,0.003637255723634077,2.4392261640376804,True
Aif1,-0.3181264812918518,-0.2191397284849291,-0.09898675280692268,0.5237271388809484,-0.4513327694648676,1.628941208077939e-05,9.544577391081674e-05,4.02024329626816,True
Gm45184,0.001262751192204698,0.1008857264757108,-0.0996229752835061,-3.833873220370947,0.07186457245427894,0.0033127461782049834,0.009156447150656808,2.0382730069191806,True
Gpr35,-0.33356705400363706,-0.23263019560326115,-0.10093685840037592,0.5064185608084256,-0.4801534352371315,4.165663345822225e-09,7.666865053660538e-08,7.11538218079833,True
Gm45894,-0.1475590260094542,-0.04577219732578891,-0.10178682868366529,1.6938022542288327,-0.14666796422577125,0.0003437187978905328,0.0013305243789310946,2.8759771635490816,True
Nrip3,-0.11111274337612935,-0.00816892977918478,-0.10294381359694457,4.0914269847528395,-0.08871620584037383,0.0192078906658405,0.04012790529075313,1.3965535101991484,True
Cd200,-0.27090679881914487,-0.16787980843663058,-0.10302699038251428,0.6756058968838278,-0.35733225601339175,7.783401476943158e-05,0.0003659906650600231,3.4365299915581096,True
Nlrp6,-0.07231877963938557,0.031556341618830176,-0.10387512125821574,,-0.02970766175619159,0.0002658902831147027,0.0010692638731154263,2.97091510630062,True
Lag3,-0.11948110868542082,-0.015383708040518296,-0.10409740064490253,3.084507624440015,-0.10071980052688925,0.002077060615458641,0.006224956889486437,2.205863651898569,True
Cd109,-0.22030290047431988,-0.11530313012330701,-0.10499977035101288,0.919784196080357,-0.26500303381125856,1.8866899026858753e-06,1.5174449619457441e-05,4.818887051921061,True
Tmem246,-0.028240548590920705,0.07706358731956983,-0.10530413591049054,,0.034795381043280844,0.0007782779895698169,0.0026899008856099663,2.5702637220889275,True
Gprc5c,-0.20931063105787281,-0.10384087861013085,-0.10546975244774197,0.9977067501963276,-0.24566960080410763,1.877969756786247e-10,4.985760416246673e-09,8.302268594745597,True
Prss30,-0.19327811886372562,-0.08701050089309181,-0.1062676179706338,1.1398361687477612,-0.21783354276528497,3.033324725187169e-10,7.3386888512592796e-09,8.134381525305653,True
Sdc3,-0.3851611967292728,-0.2788159059538397,-0.10634529077543309,0.45406566093877954,-0.5820552664676398,3.23666098177362e-08,4.4894443411534417e-07,6.347807408329491,True
Rbpms2,0.05997547955794068,0.16707663033731096,-0.10710115077937028,-1.3587170962305686,0.15513531556077942,0.0021657371728273324,0.006452047188164843,2.1903024649835316,True
Pls1,-0.014737783250570033,0.09254031234904542,-0.10727809559961544,,0.05505854941648922,0.014691356991602747,0.032030574836343195,1.494435267205311,True
Slit2,-0.06818078332737502,0.03989170191368215,-0.10807248524105717,,-0.020551952794168556,2.665883519073654e-09,5.22722258641893e-08,7.2817290063121805,True
Chst10,-0.20527906112600647,-0.09710050664874145,-0.10817855447726502,1.0676098977975128,-0.2364860745367508,7.328923807133241e-09,1.2492483762158934e-07,6.903351206384824,True
Creg2,-0.40377520233007214,-0.2954730974931221,-0.10830210483695002,0.4388977813437025,-0.6206544069771159,0.0032491350538033158,0.009017026051258046,2.0449366755948724,True
Rasal1,-0.12315434942405017,-0.014805461118062335,-0.10834888830598784,3.1941656911330685,-0.10311578827092696,5.817701785647037e-07,5.337341087749576e-06,5.2726750423164965,True
Gcsam,-0.055607640216246805,0.053087547305216046,-0.10869518752146284,,-0.0018190090314274207,0.00022476282628050304,0.0009224192597011069,3.035071637744373,True
Dntt,-0.10004965909873574,0.008715517468195868,-0.1087651765669316,,-0.06743544134788883,3.869533569830013e-08,5.182411031022338e-07,6.285468144915283,True
Lztfl1,-0.23563811966218526,-0.1261152275951435,-0.10952289206704177,0.8879811525218818,-0.28784741597619296,0.013866862423884126,0.03049896427540497,1.51571490875531,True
X9130230L23Rik,-0.33989342055145777,-0.229621051944842,-0.11027236860661577,0.5529594098600323,-0.4834950982873564,3.0090241377461308e-05,0.00015920762633577412,3.7980361326020224,True
Bmp4,-0.031046934782678552,0.07937426452618068,-0.11042119930885924,,0.03444628138436262,3.771874303613608e-05,0.00019309936707919494,3.714219149703068,True
Azin2,-0.11394339501435766,-0.0033262750216136497,-0.11061711999274401,6.347387491026557,-0.08717362749600152,0.0049677296277077804,0.012672779662519848,1.897128116001265,True
Sgce,0.13537445872491383,0.24600658496696506,-0.11063212624205124,-0.8113429500146319,0.2517984840527153,0.021350360970954742,0.04393078389085338,1.3572310472142002,True
Ppbp,-0.11005085389967977,0.0008419492251706512,-0.11089280312485042,,-0.08101002454239994,0.0001875872432500656,0.0007948612002121423,3.0997087018400546,True
Ifrd1,-0.28379392073042053,-0.17253091272286003,-0.1112630080075605,0.7042290259388647,-0.37363079980066455,0.014338107508735909,0.03144321822091208,1.5024730102135448,True
Ctsw,-0.10078188922781431,0.011219846956354916,-0.11200173618416923,,-0.06609659366848601,0.012323423579005286,0.02761035902689758,1.5589279460450285,True
Slco2b1,-0.027688952499301173,0.08462604007310125,-0.11231499257240242,,0.04049766900465693,0.006903804687542932,0.016852249033872085,1.7733421317171976,True
Il18,-0.3040880950253454,-0.19128697374843506,-0.11280112127691033,0.6553940762074594,-0.41059609925921714,0.02316091060212168,0.047075021549027804,1.3272094725089243,True
Polm,-0.12969338197122174,-0.016878099260254145,-0.1128152827109676,3.0560614770071264,-0.10980352423152887,0.002159051386804897,0.006438523022281006,2.191213747056368,True
Gpr68,-0.3207724920470135,-0.20791476072412848,-0.11285773132288504,0.6124804535761674,-0.442896056657736,1.7200386456457167e-07,1.876405795249873e-06,5.726673234411111,True
Iigp1,0.0019362829034649707,0.11517756991006071,-0.11324128700659575,-3.892771661632108,0.08209885577572804,0.004343220087652797,0.011340000228858478,1.945386936678388,True
Il2ra,-0.13300842685784342,-0.0196933342998417,-0.11331509255800172,2.8441871731192205,-0.1145831975862826,1.90406257655802e-06,1.5273229223727433e-05,4.816069130214262,True
Adgrg5,-0.17557220482371533,-0.06224026436443563,-0.11333194045927969,1.4935047845435026,-0.18263253693583037,2.874037726326655e-11,9.37186215106518e-10,9.028174107982887,True
Dhrs9,-0.29906731158435024,-0.1856362170340171,-0.11343109455033315,0.6746158401412209,-0.40039991194711183,0.00024166065166090597,0.0009836932903429009,3.007140290872832,True
Ptpro,-0.3719719515308289,-0.25836072354238515,-0.11361122798844375,0.5137455427712057,-0.5461744768582872,6.71078889962766e-10,1.5137117818709005e-08,7.819956808758623,True
Rtl5,-0.2966134876586846,-0.18293185588020996,-0.11368163177847465,0.6838915983814401,-0.39549720755377055,6.506759706271644e-08,8.033036674409437e-07,6.0951202502832915,True
Hist3h2ba,-0.1099802126863792,0.003728246969678148,-0.11370845965605735,,-0.0787556089358416,1.1579481333619371e-06,9.813119774253706e-06,5.008192900331958,True
Gm16751,-0.08896592775517596,0.02510114385414646,-0.11406707160932242,,-0.046820288718373106,7.008478697426932e-07,6.332962678397831e-06,5.198393071362171,True
Alpk2,-0.1822248889138161,-0.06737835444761206,-0.11484653446620405,1.4309225142522397,-0.1923180299663211,5.8682942347399696e-08,7.335367793424961e-07,6.134578105862901,True
Paqr5,-0.11141151220248548,0.004046784765240275,-0.11545829696772575,,-0.07960358217681547,0.00380751632239346,0.010244438535587786,1.9895118388809367,True
Rab19,-0.2776365428606863,-0.16137288126045995,-0.11626366160022633,0.769524302123624,-0.3575381725969803,1.8103798108403917e-06,1.4599837184196708e-05,4.835651987393591,True
Ighd,-0.10918725503343696,0.007518676808224924,-0.11670593184166188,,-0.07526811153443573,0.005039501966283853,0.012844949786619847,1.891267589135007,True
Rnf43,-0.10941210580901928,0.007430557797251319,-0.1168426636062706,,-0.07550598210751201,8.420559465115015e-06,5.5036336373300754e-05,4.25935048367181,True
Pigz,-0.2268765890250777,-0.10974236057474782,-0.11713422845032989,1.0359659333643134,-0.2658812982718838,1.8306393393751563e-17,2.615199056250223e-15,14.58249524915199,True
Zfp831,-0.0013647973003736596,0.11588215072695102,-0.11724694802732467,-4.683467012229678,0.08032840032875486,0.004882823763870037,0.012488040316803164,1.9035057078526794,True
Snx29,-0.3847801918042507,-0.2673655562842057,-0.117414635520045,0.5135611221041082,-0.5693354985934592,5.336318216906632e-07,4.956332709201207e-06,5.30483954795371,True
X1600010M07Rik,-0.2240439394518155,-0.10647658171600305,-0.11756735773581245,1.0617543293751908,-0.2606016400335332,3.4110327145075485e-05,0.00017704322047617033,3.751920699045163,True
Clec10a,-0.21252832856885415,-0.09460413526534259,-0.11792419330351156,1.1575237617732368,-0.2405309106372696,0.00022763754051128847,0.0009329407398003626,3.0301459416715777,True
Ifit1,-0.10741408483164334,0.010907154173247079,-0.11832123900489042,,-0.07135068297332188,2.8470454106394898e-06,2.172693931266323e-05,4.663001448702126,True
Hs3st1,-0.149930250710687,-0.030555047381926735,-0.11937520332876025,2.3340293944321697,-0.1364462916161412,0.003531317044363088,0.009630864666444786,2.016334719832068,True
Rtp4,-0.05647135379101422,0.06424277223228535,-0.12071412602329956,,0.005595030119065455,0.004387622694190208,0.011436027873649543,1.9417247947833183,True
Sdc1,-0.39693905203419916,-0.27594704925031066,-0.1209920027838885,0.5132223621117407,-0.5917078055839649,0.0035260884394777924,0.00962535515781017,2.0165832368603462,True
Il4i1,-0.6972571952235034,-0.5748086622580175,-0.12244853296548586,0.2712686628395688,-1.4581201617159034,0.010300017868241572,0.023587827179179174,1.6273120628258826,True
Sept3,-0.2065783139361819,-0.08411758846461903,-0.12246072547156286,1.2887449355449723,-0.2265909142379944,2.2400366205410585e-08,3.2239348326667805e-07,6.491613745433714,True
Igf2r,-0.3707116374196837,-0.24786739241676553,-0.12284424500291818,0.5690641761754943,-0.5338469707590705,0.0004033930911420368,0.0015299358703237806,2.815326772939403,True
Hpgd,-0.1888448863386722,-0.06598987056488846,-0.12285501577378373,1.5150805038756787,-0.1966363537604658,0.00035796789458372816,0.001378566988127323,2.8605721255558887,True
Tnfsf11,-0.14115838482874116,-0.017632444600379764,-0.12352594022836139,3.112543906867164,-0.11934646662917976,0.00044633700483190174,0.0016654365851936632,2.7784718992830957,True
Vwf,-0.43192508469181834,-0.3082623877687885,-0.12366269692302984,0.47599278600938977,-0.666790937474958,1.4607979937269165e-05,8.764787962361499e-05,4.057258585889665,True
Ankrd55,-0.3676112961431188,-0.24320930821681788,-0.12440198792630094,0.5843441341108603,-0.5257670821146275,0.004953486574100463,0.012647199763660757,1.89800562166702,True
Pcyt1b,0.012897089648231034,0.13823028575284105,-0.12533319610461002,-2.8952020539243404,0.10509295405837804,0.0027747487333204942,0.007897766793132336,2.102495694346128,True
Timp3,0.05551673980569564,0.18086805284438306,-0.12535131303868743,-1.5728693031224714,0.16116843982989726,0.015578538517335632,0.03371978034055331,1.4721152631456438,True
Ighv1.23,-0.04665263851482809,0.07901983981452221,-0.1256724783293503,,0.02316108696913809,9.266851433737454e-07,8.105117872073575e-06,5.09124066486002,True
Bend5,-0.016685642431974686,0.1091036774081755,-0.12578931984015018,,0.06517111006383447,0.0016500260527952033,0.005108439791935614,2.2917117208469726,True
Rtn4rl1,-0.08406990692871415,0.041800284444545054,-0.1258701913732592,,-0.030817912180632654,5.53120403692229e-13,2.8609676053046326e-11,10.543487059677117,True
X4631405J19Rik,-0.09755269339211797,0.028626007861489673,-0.12617870125360764,,-0.05059706180489053,0.018483030107432116,0.03880272240888478,1.4111378031254065,True
Ccr7,-0.4879288676690575,-0.36167836308060275,-0.12625050458845477,0.4222553912251971,-0.797873487086039,0.00047922828233231416,0.001774919564193756,2.7508213235206225,True
S1pr1,-0.05492155825175184,0.07254507916767398,-0.12746663741942582,,0.012656999430120405,0.0008033823669533845,0.002757605378558528,2.5594678825316395,True
X2610528A11Rik,-0.1969465636125291,-0.06926992394770197,-0.12767663966482712,1.5054951647919605,-0.20607623121412338,0.001900691763210332,0.0057596720097282785,2.239602247205411,True
Mrvi1,-0.0163187315479096,0.11140844122876223,-0.12772717277667184,,0.06701202002999591,0.00011733837332757902,0.0005261810463120135,3.278864799789572,True
Zmat3,-0.05689469708045739,0.07162806420258823,-0.12852276128304563,,0.010588922930206173,0.022064599182923646,0.04518347955547504,1.3450203273431836,True
Cd55,-0.006112314066861365,0.12286243882849872,-0.1289747528953601,,0.08185097409565409,0.004127258034134527,0.010967027548630274,1.9599110656025105,True
Gm8773,-0.10056650571993486,0.02850439994745119,-0.12907090566738605,,-0.05294142204888919,8.920404191574703e-08,1.0619528799493694e-06,5.973894752964506,True
Gucy1a1,0.015808429116434417,0.14501776189517696,-0.12920933277874252,-2.7561862957201337,0.11158303172995922,1.6474757978891172e-06,1.3503899982697683e-05,4.869540787330043,True
Ddr1,-0.11998555352010232,0.012735428072801466,-0.1327209815929038,,-0.07951622740777956,0.009340742036483224,0.02179022248013194,1.6617383355453748,True
Igf2bp2,-0.4405956473104964,-0.3071734280625029,-0.13342221924799347,0.5102024441812462,-0.6754993649708736,6.549064037180129e-05,0.000315364239350568,3.501187554929854,True
Slc6a8,-0.4216930594292711,-0.28818038152674347,-0.13351267790252763,0.5387591418753959,-0.6324874016777001,7.944309507512337e-06,5.249327221779241e-05,4.279896354230584,True
Il21r,-0.2205617185360833,-0.08456040079290432,-0.13600131774317897,1.3781909691463157,-0.23881867194650416,0.0016190056582336442,0.005043631334061197,2.2972566658409024,True
Exoc4,0.03680862356126496,0.1733155267354884,-0.13650690317422343,-2.035586123929069,0.1441274130496095,0.01488034140747179,0.03241904446072286,1.4891997899671774,True
Gpr34,-0.15095497165710303,-0.014100509784166493,-0.13685446187293654,3.5829389431343674,-0.12426355764554843,3.9746500745449685e-06,2.9153912527224706e-05,4.535303153599266,True
Mmp19,-0.5213428029828963,-0.38438600284267616,-0.1369568001402201,0.43063601178735916,-0.8700296731998909,0.004510225802825324,0.011654330239858719,1.9335126798003293,True
Tns1,-0.3451498120964595,-0.20761942887246038,-0.13753038322399913,0.7221486534554039,-0.4667050239721402,0.001529136353884225,0.004818706997534322,2.317069480260871,True
Robo3,-0.020583231038120542,0.11783376446665669,-0.13841699550477723,,0.06849921324442981,0.004477664455283736,0.011600166982600352,1.935535759126534,True
Rasgrp4,-0.4074804632195291,-0.2687814668879688,-0.1386989963315603,0.5898424441400778,-0.5953823179236408,0.00019176392368422474,0.0008079940604672391,3.0925918316954437,True
Adamtsl5,-0.44913353910965564,-0.31016463639699793,-0.13896890271265772,0.5241952324396906,-0.6888435630267759,8.715531623692334e-06,5.6840423632776094e-05,4.245342693927337,True
Xcl1,-0.14331004885598037,-0.004244210993564181,-0.1390658378624162,5.935585320048344,-0.11056871472249354,3.907300698015828e-07,3.7691003517837568e-06,5.423762299365003,True
Tbc1d9,-0.49902754484404227,-0.35995473427669356,-0.13907281056734871,0.46203042560045915,-0.809678802040272,0.0002929060834943219,0.001151662189361685,2.938674891408253,True
Isg15,-0.24110426257645057,-0.10196815786081762,-0.13913610471563295,1.2340523344292174,-0.2714894528956589,0.024362643125206477,0.049250626263894495,1.3075882427049617,True
Ric1,-0.2722727798557577,-0.1329527780172406,-0.13932000183851712,1.024116271327534,-0.32664761001367243,0.0009720805224969105,0.0032330837777059104,2.490383041530116,True
Ms4a4b,-0.27648877624562024,-0.1370591760846223,-0.13942960016099795,1.0022310314110359,-0.3341960851954804,0.00016641034808621824,0.0007131872060837925,3.1467964562665207,True
AC163720.3,-0.07450911888379387,0.06617198587538253,-0.1406811047591764,,-0.00602653998473459,0.0007216963913293541,0.002538205362236884,2.595473242730615,True
Pxdc1,-0.2918326162544059,-0.15113158530730655,-0.14070103094709932,0.9388250354213793,-0.3611978856179411,0.015460207528783132,0.033536241927946055,1.4744856060531097,True
Setbp1,-0.1170398820694938,0.024554716571716057,-0.14159459864120985,,-0.06830572323923956,7.191653665474955e-06,4.81583950813055e-05,4.317327994735011,True
Gp1ba,-0.07513755424989615,0.06671916988576128,-0.14185672413565742,,-0.0060853969936352885,0.0007413613559025582,0.002592172573085868,2.5863360888183973,True
Ptgfrn,-0.30531415407464035,-0.16307116748457487,-0.14224298659006548,0.8941917410224873,-0.3849466083658768,1.9481848027119618e-05,0.00011111320167558716,3.9542343382306515,True
Tubb3,-0.1346863186767066,0.007632865670270778,-0.14231918434697738,,-0.0946902736639576,1.9481848027119618e-05,0.00011111320167558716,3.9542343382306515,True
Robo4,0.013468569029024578,0.15604260666190806,-0.14257403763288348,-3.0246278691464514,0.11737001785429102,1.7612962861259721e-09,3.5944822165836165e-08,7.44436366068472,True
Ifi209,-0.34225465448131703,-0.19963345619680284,-0.1426211982845142,0.7669313391625856,-0.45589856978904564,0.00018081556654091804,0.0007694279427273109,3.1138320458015945,True
Ube2l6,-0.260616308518445,-0.11784676714559758,-0.1427695413728474,1.136376835874638,-0.3026381239399518,0.00048255543165606643,0.0017850385881235504,2.748352391076727,True
